symbol,prob,adx,rsi,vol,outcome_r
EURUSD,0.8933510436432638,15.228548398143337,78.79217922083677,0.6336176539582417,-3.6118721461186913
EURUSD,0.8432862653716013,23.65786198062985,86.05021769696792,0.539938643218896,-4.6666666666666075
EURUSD,0.6141480154249364,16.321928190706053,40.37455096319334,0.778189374538243,1.5
EURUSD,0.5508959856914223,37.966463116306464,14.585062515434117,1.1325136177614754,-2.6720901126407934
EURUSD,0.9727192522363791,33.230598067601434,50.72065674872096,1.038667717999677,-6.695916594265761
EURUSD,0.8949308755760369,32.193161163771926,82.42415500468346,0.8705668141789178,1.5
EURUSD,0.7231259175607001,39.62212931602715,76.79138635939003,1.3632030478832595,1.5
EURUSD,0.4345934244729571,61.85926569981858,73.95610462497612,1.5831301861002491,1.5
EURUSD,0.6789990444338271,33.182601531169695,41.62556791806616,1.0435297841879743,1.5
EURUSD,0.8715023041474654,33.28410217496397,45.09626695729109,0.8376615267814194,1.5
EURUSD,0.5884636620179002,15.584290999333252,43.675018448700506,1.0967977653570493,1.5
EURUSD,0.7534221028014131,24.014609827999802,57.64977862011884,1.1462160466327662,-1.4854802680566184
EURUSD,0.6827833219412167,28.049762181940707,67.90771713581233,1.240958669036696,1.9144121987211509
EURUSD,0.8631133004926108,20.23163626059844,67.64697689812488,1.066554366680599,1.5
EURUSD,0.7155151515151515,27.229458819752267,77.15298084429136,0.526457667828723,-0.6295503211990989
EURUSD,0.7593659590109261,21.574188079573712,53.941048891293484,0.7921113997332789,-2.6893652795291696
EURUSD,0.6929482241618237,24.25324351520903,54.8091017307304,1.183524743115432,-2.260355029585801
EURUSD,0.6833820751961681,38.005168658207516,36.63565398357414,0.7175481192719568,1.5
EURUSD,0.9516679193670813,27.90807780637073,40.31825247961725,0.7614085989800607,0.8807139747497026
EURUSD,0.6952668384247331,18.390750392827748,32.86089813529037,0.9915003054322159,1.5
EURUSD,0.6578414242762068,15.208876753090632,42.5878647952129,0.6432416128073519,1.5
EURUSD,0.6356194723151245,32.455342899012464,29.740646971712522,0.8779149528013891,-2.817477399913952
EURUSD,0.6825544889892716,18.885318275006245,38.376284636901325,0.5436509152894833,-1.2452687358062102
EURUSD,0.9581559985944071,28.855119813415318,62.998018788210956,0.7304534949090672,-0.5821083578328734
EURUSD,0.4809642677624326,18.22805513090324,54.92742478493539,0.6523016863582063,2.87123572170301
EURUSD,0.6898162889741837,19.044159604498464,45.92385480670561,0.8646213592484461,-8.539473684210623
EURUSD,0.9588563286495353,28.830889357913964,62.229904444692885,0.9362829606722295,1.5
EURUSD,0.7396973461321288,62.44796270127107,63.09248501815011,2.5407035735099077,-1.6354300385109335
EURUSD,0.574602503227401,20.58870757559905,55.11580528889063,2.808597281263489,0.7103388357949638
EURUSD,0.6734723314861382,15.095330884070005,65.1225536978375,1.3608362005552823,0.1996644295302051
EURUSD,0.6988872180451128,15.94284756671935,76.5104148492107,1.5955391283074074,5.041459781529308
EURUSD,0.4328502415458937,15.623151088104125,63.636316272810426,1.9277785505776552,1.5
EURUSD,0.8795023041474654,38.18688358791638,85.23600028738139,1.6716241619931393,1.5
EURUSD,0.9286451612903226,41.39585404718919,44.699916629136894,3.2737094382039524,-0.3399230463048958
EURUSD,0.542841928404979,17.44356380625129,58.755073695551324,1.293990795639965,1.5
EURUSD,0.776103807906864,22.683445396283492,54.43725872629206,1.1868164508421823,-0.08611599297009519
