symbol,prob,adx,rsi,vol,outcome_r
NZDUSD,0.6203655040611562,61.31210810414008,79.42371578435943,0.7887422893898032,-0.3665236051502197
NZDUSD,0.7997880184331797,24.038129364866542,43.42331388713613,0.8557221868349544,-3.834896810506737
NZDUSD,0.9286451612903226,30.563719722421453,67.35929791807158,1.4247136585597462,-3.454078722190562
NZDUSD,0.8715023041474654,37.652356393340746,39.8584247620347,1.1941757520065117,1.5
NZDUSD,0.6864665769013595,24.024636947169668,30.377598475143188,0.9013669952144033,0.18452380952382721
NZDUSD,0.5950480437436959,15.102632188889459,42.26403930253708,1.090733119209026,0.42603550295854187
NZDUSD,0.5578502415458937,22.606279737921923,24.752418063721322,1.0218791176292932,0.47297297297298135
NZDUSD,0.6363571728227099,15.360196207209329,48.37595260455761,1.0544500365977483,1.5
NZDUSD,0.6085076459264103,17.966307464516785,37.104738857512494,0.88149824805551,1.5
NZDUSD,0.5895962732919255,32.34538436164154,30.25354645839731,1.079452933398493,-2.8925619834710963
NZDUSD,0.7898665472458576,24.67118704966252,74.61616946559957,1.3932321878745133,1.5
NZDUSD,0.7621349723192362,33.043114515115434,24.41515470582351,1.1145943458554428,3.6434077079107436
NZDUSD,0.7644466338259441,40.91556481231361,56.50924240848426,2.3368363516012267,-6.546950991395516
NZDUSD,0.7233547505126452,55.3376240982568,18.351199496510702,2.405259970776909,0.7262032085561404
NZDUSD,0.7518396559496524,28.63765823345942,41.84802522084816,3.504589848617948,-1.565059968318626
NZDUSD,0.6404592508940335,21.55005698288687,23.852495565467862,2.5104250051474164,-5.238458868448414
NZDUSD,0.8256841223292837,23.509381074658645,68.46415191983917,3.4606002838205483,1.5
NZDUSD,0.6070372901951849,39.96241490383351,68.9086503279955,2.4546950295088785,1.5
NZDUSD,0.9286451612903226,37.581378627247794,62.076209811656746,2.4592648746582855,1.5
NZDUSD,0.7402862328234379,32.69275621928878,47.747701422881356,2.0570606020676845,1.5
NZDUSD,0.6338270425226947,15.659837366694315,44.856773277324756,1.4381178120270444,1.5
NZDUSD,0.6693237197585024,16.344856882097343,64.05443809521879,1.5694838622406106,1.8221746116764588
NZDUSD,0.5578502415458937,27.00960327910932,76.05309703510454,1.4664157755815237,1.4556451612903292
NZDUSD,0.6003798858146684,17.88256038426195,73.75625513077668,1.5334476203205107,1.5
NZDUSD,0.6508084572432399,37.724946587295214,29.950013427589397,1.6058230009326084,1.5
NZDUSD,0.8256841223292837,24.390033144588433,49.863448763577665,1.2958339293660035,-0.40304007369874556
