time,symbol,config,prob,adx,rsi,vol,outcome_r,mfe_r,mae_r,session,ticket,entry_real,exit_real
2026-03-09T09:06:58.492151,BTCUSD,EXPL_A15R20_N,0.8966451612903226,26.14974694889013,53.363334562891964,5.761767455300726,-0.0500,0.0000,0.0000,LONDON,398637019,0.00000,0.00000
