time,pnl_r,type,symbol,dollar_pnl,balance,drawdown
2026-01-02 10:40:00,-1.0,SNIPER,NZDUSD,-48.5,2982.75,-72.93729372937293
2026-01-02 11:00:00,2.0,SNIPER,AUDJPY,97.0,3079.75,-72.05720572057206
2026-01-02 12:25:00,2.0,SNIPER,SOLUSD,97.0,3176.75,-71.17711771177117
2026-01-02 12:45:00,2.0,SNIPER,EURUSD,97.0,3273.75,-70.29702970297029
2026-01-02 13:50:00,-1.0,SNIPER,BTCUSD,-48.5,3225.25,-70.73707370737074
2026-01-02 15:35:00,2.0,SNIPER,SOLUSD,97.0,3322.25,-69.85698569856986
2026-01-02 18:45:00,-1.0,SNIPER,AUDJPY,-48.5,3273.75,-70.29702970297029
2026-01-02 21:10:00,2.0,SNIPER,NZDUSD,97.0,3370.75,-69.41694169416942
2026-01-02 21:30:00,2.0,SNIPER,EURJPY,97.0,3467.75,-68.53685368536854
2026-01-02 21:40:00,2.0,SNIPER,GBPUSD,97.0,3564.75,-67.65676567656766
2026-01-03 02:00:00,2.0,SNIPER,BTCUSD,97.0,3661.75,-66.77667766776678
2026-01-03 10:20:00,2.0,SNIPER,SOLUSD,97.0,3758.75,-65.8965896589659
2026-01-03 12:55:00,-1.0,SNIPER,ETHUSD,-48.5,3710.25,-66.33663366336634
2026-01-03 20:00:00,-1.0,SNIPER,BTCUSD,-48.5,3661.75,-66.77667766776678
2026-01-04 07:20:00,2.0,SNIPER,BTCUSD,97.0,3758.75,-65.8965896589659
2026-01-04 09:45:00,-1.0,SNIPER,ETHUSD,-48.5,3710.25,-66.33663366336634
2026-01-04 15:45:00,2.0,SNIPER,SOLUSD,97.0,3807.25,-65.45654565456546
2026-01-04 17:20:00,2.0,SNIPER,ETHUSD,97.0,3904.25,-64.57645764576458
2026-01-04 19:00:00,-1.0,SNIPER,BTCUSD,-48.5,3855.75,-65.01650165016501
2026-01-04 20:45:00,-1.0,SNIPER,ETHUSD,-48.5,3807.25,-65.45654565456546
2026-01-05 00:05:00,-1.0,SNIPER,ETHUSD,-48.5,3758.75,-65.8965896589659
2026-01-05 00:05:00,-1.0,SNIPER,BTCUSD,-48.5,3710.25,-66.33663366336634
2026-01-05 00:05:00,2.0,SNIPER,NZDUSD,97.0,3807.25,-65.45654565456546
2026-01-05 00:05:00,-1.0,SNIPER,CADCHF,-48.5,3758.75,-65.8965896589659
2026-01-05 00:25:00,-1.0,SNIPER,AUDNZD,-48.5,3710.25,-66.33663366336634
2026-01-05 00:55:00,-1.0,SNIPER,EURGBP,-48.5,3661.75,-66.77667766776678
2026-01-05 01:00:00,-1.0,SNIPER,AUDJPY,-48.5,3613.25,-67.21672167216721
2026-01-05 01:05:00,2.0,SNIPER,GBPJPY,97.0,3710.25,-66.33663366336634
2026-01-05 01:30:00,2.0,SNIPER,GBPUSD,97.0,3807.25,-65.45654565456546
2026-01-05 01:35:00,2.0,SNIPER,AUDUSD,97.0,3904.25,-64.57645764576458
2026-01-05 04:05:00,-1.0,SNIPER,BTCUSD,-48.5,3855.75,-65.01650165016501
2026-01-05 04:05:00,2.0,SNIPER,ETHUSD,97.0,3952.75,-64.13641364136413
2026-01-05 04:40:00,2.0,SNIPER,GBPJPY,97.0,4049.75,-63.25632563256326
2026-01-05 06:20:00,2.0,SNIPER,GBPUSD,97.0,4146.75,-62.37623762376238
2026-01-05 07:05:00,-1.0,SNIPER,SOLUSD,-48.5,4098.25,-62.81628162816282
2026-01-05 07:20:00,-1.0,SNIPER,CADCHF,-48.5,4049.75,-63.25632563256326
2026-01-05 08:40:00,2.0,SNIPER,ETHUSD,97.0,4146.75,-62.37623762376238
2026-01-05 08:45:00,2.0,SNIPER,BTCUSD,97.0,4243.75,-61.496149614961496
2026-01-05 09:20:00,-1.0,SNIPER,AUDUSD,-48.5,4195.25,-61.93619361936194
2026-01-05 10:10:00,-1.0,SNIPER,NZDUSD,-48.5,4146.75,-62.37623762376238
2026-01-05 11:30:00,-1.0,SNIPER,SOLUSD,-48.5,4098.25,-62.81628162816282
2026-01-05 13:25:00,-1.0,SNIPER,AUDJPY,-48.5,4049.75,-63.25632563256326
2026-01-05 15:15:00,2.0,SNIPER,GBPCAD,97.0,4146.75,-62.37623762376238
2026-01-05 16:00:00,2.0,SNIPER,USDCAD,97.0,4243.75,-61.496149614961496
2026-01-05 20:35:00,-1.0,SNIPER,ETHUSD,-48.5,4195.25,-61.93619361936194
2026-01-05 20:35:00,-1.0,SNIPER,BTCUSD,-48.5,4146.75,-62.37623762376238
2026-01-06 00:30:00,2.0,SNIPER,AUDJPY,97.0,4243.75,-61.496149614961496
2026-01-06 00:30:00,2.0,SNIPER,EURJPY,97.0,4340.75,-60.61606160616062
2026-01-06 00:35:00,-1.0,SNIPER,GBPUSD,-48.5,4292.25,-61.05610561056105
2026-01-06 00:40:00,-1.0,SNIPER,NZDUSD,-48.5,4243.75,-61.496149614961496
2026-01-06 00:50:00,-1.0,SNIPER,AUDUSD,-48.5,4195.25,-61.93619361936194
