dt,port_cum
2026-03-18 17:05:12,-0.4199999999999897
2026-03-18 17:05:12,-2.17999999999999
2026-03-18 21:19:04,-0.33999999999998987
2026-03-18 21:19:06,-0.23999999999998986
2026-03-18 21:19:15,-0.12999999999998985
2026-03-18 21:19:24,-0.06999999999998985
2026-03-18 21:20:00,2.7100000000000097
2026-03-18 22:23:14,1.1500000000000097
2026-03-18 22:23:14,-0.40999999999999037
2026-03-18 22:23:14,-1.9699999999999904
2026-03-18 23:17:36,-3.62999999999999
2026-03-18 23:19:52,-5.28999999999999
2026-03-19 00:14:53,-7.64999999999999
2026-03-19 00:21:02,-11.36999999999999
2026-03-19 02:43:32,-11.52999999999999
2026-03-19 03:03:45,-12.19999999999999
2026-03-19 03:03:48,-11.759999999999991
2026-03-19 03:03:51,-12.419999999999991
2026-03-19 03:03:55,-13.159999999999991
2026-03-19 03:04:02,-12.67999999999999
2026-03-19 15:00:03,-16.89999999999999
2026-03-19 15:07:04,-17.00999999999999
2026-03-19 15:26:08,-19.249999999999993
2026-03-19 16:09:34,-15.879999999999992
2026-03-19 16:19:17,-18.139999999999993
2026-03-19 16:48:14,-15.469999999999994
2026-03-19 16:50:56,-18.269999999999992
2026-03-19 16:54:27,-14.879999999999992
2026-03-19 16:56:09,-16.209999999999994
2026-03-19 16:56:11,-17.539999999999992
2026-03-19 18:05:59,-13.569999999999991
2026-03-19 18:09:16,-8.549999999999992
2026-03-19 19:50:17,-10.289999999999992
2026-03-19 20:02:29,-7.0199999999999925
2026-03-19 20:54:46,-10.229999999999993
2026-03-19 21:46:12,-10.049999999999994
2026-03-19 21:46:13,-8.809999999999993
2026-03-19 21:46:14,-7.559999999999993
2026-03-19 21:46:15,-7.729999999999993
2026-03-19 21:46:16,-7.909999999999993
2026-03-20 05:29:12,-9.909999999999993
2026-03-20 05:37:00,-12.799999999999994
2026-03-20 12:47:34,-15.469999999999994
2026-03-20 12:47:34,-18.139999999999993
2026-03-20 13:53:00,-16.659999999999993
2026-03-20 14:17:00,-15.169999999999993
2026-03-20 14:44:49,-14.159999999999993
2026-03-20 14:44:50,-13.209999999999994
2026-03-20 14:44:51,-11.839999999999993
2026-03-20 14:44:52,-10.459999999999994
2026-03-20 14:44:53,-8.599999999999994
2026-03-20 14:44:55,-7.249999999999995
2026-03-20 14:45:05,-5.919999999999995
2026-03-20 14:45:05,-3.6699999999999946
2026-03-20 16:51:44,-0.5799999999999947
2026-03-20 17:02:20,2.0400000000000054
2026-03-20 17:16:13,4.780000000000006
