symbol,time,pnl_r,is_winner,dollar_pnl,balance
CADCHF,2025-12-31 00:10:00,2.5,True,6250.0,676250.0
EURJPY,2025-12-31 00:10:00,2.5,True,6250.0,682500.0
AUDNZD,2025-12-31 02:40:00,-1.0,False,-2500.0,680000.0
USDJPY,2025-12-31 06:15:00,-1.0,False,-2500.0,677500.0
EURJPY,2025-12-31 10:35:00,2.5,True,6250.0,683750.0
CADCHF,2025-12-31 10:45:00,2.5,True,6250.0,690000.0
AUDUSD,2025-12-31 12:50:00,2.5,True,6250.0,696250.0
ETHUSD,2025-12-31 13:05:00,-1.0,False,-2500.0,693750.0
GBPUSD,2025-12-31 13:10:00,-1.0,False,-2500.0,691250.0
ETHUSD,2025-12-31 13:40:00,2.5,True,6250.0,697500.0
CADCHF,2025-12-31 15:05:00,2.5,True,6250.0,703750.0
USDJPY,2025-12-31 15:30:00,-1.0,False,-2500.0,701250.0
USDJPY,2025-12-31 15:35:00,-1.0,False,-2500.0,698750.0
ETHUSD,2025-12-31 16:05:00,2.5,True,6250.0,705000.0
GBPJPY,2025-12-31 17:05:00,-1.0,False,-2500.0,702500.0
EURGBP,2025-12-31 17:05:00,-1.0,False,-2500.0,700000.0
GBPUSD,2025-12-31 17:05:00,-1.0,False,-2500.0,697500.0
GBPJPY,2025-12-31 17:10:00,-1.0,False,-2500.0,695000.0
EURGBP,2025-12-31 17:10:00,-1.0,False,-2500.0,692500.0
EURGBP,2025-12-31 17:15:00,2.5,True,6250.0,698750.0
AUDJPY,2025-12-31 17:15:00,-1.0,False,-2500.0,696250.0
AUDNZD,2025-12-31 17:30:00,-1.0,False,-2500.0,693750.0
AUDNZD,2025-12-31 17:35:00,2.5,True,6250.0,700000.0
GBPJPY,2025-12-31 21:45:00,2.5,True,6250.0,706250.0
USDJPY,2025-12-31 21:45:00,-1.0,False,-2500.0,703750.0
GBPUSD,2025-12-31 22:05:00,-1.0,False,-2500.0,701250.0
GBPUSD,2025-12-31 22:10:00,-1.0,False,-2500.0,698750.0
CADCHF,2025-12-31 22:55:00,-1.0,False,-2500.0,696250.0
SOLUSD,2026-01-01 03:05:00,2.5,True,6250.0,702500.0
BTCUSD,2026-01-01 03:05:00,-1.0,False,-2500.0,700000.0
BTCUSD,2026-01-01 06:10:00,-1.0,False,-2500.0,697500.0
ETHUSD,2026-01-01 06:15:00,2.5,True,6250.0,703750.0
BTCUSD,2026-01-01 06:15:00,2.5,True,6250.0,710000.0
BTCUSD,2026-01-01 19:20:00,-1.0,False,-2500.0,707500.0
BTCUSD,2026-01-01 19:25:00,-1.0,False,-2500.0,705000.0
SOLUSD,2026-01-01 19:30:00,-1.0,False,-2500.0,702500.0
BTCUSD,2026-01-01 19:30:00,-1.0,False,-2500.0,700000.0
BTCUSD,2026-01-01 19:35:00,2.5,True,6250.0,706250.0
BTCUSD,2026-01-02 00:05:00,-1.0,False,-2500.0,703750.0
ETHUSD,2026-01-02 00:55:00,-1.0,False,-2500.0,701250.0
SOLUSD,2026-01-02 00:55:00,-1.0,False,-2500.0,698750.0
SOLUSD,2026-01-02 01:20:00,-1.0,False,-2500.0,696250.0
USDCAD,2026-01-02 03:00:00,-1.0,False,-2500.0,693750.0
AUDJPY,2026-01-02 03:30:00,-1.0,False,-2500.0,691250.0
AUDJPY,2026-01-02 03:35:00,-1.0,False,-2500.0,688750.0
SOLUSD,2026-01-02 05:10:00,-1.0,False,-2500.0,686250.0
USDCAD,2026-01-02 06:25:00,-1.0,False,-2500.0,683750.0
USDCAD,2026-01-02 06:30:00,-1.0,False,-2500.0,681250.0
GBPCAD,2026-01-02 07:45:00,-1.0,False,-2500.0,678750.0
GBPCAD,2026-01-02 07:50:00,-1.0,False,-2500.0,676250.0
GBPUSD,2026-01-02 07:55:00,-1.0,False,-2500.0,673750.0
USDJPY,2026-01-02 07:55:00,-1.0,False,-2500.0,671250.0
USDJPY,2026-01-02 08:00:00,-1.0,False,-2500.0,668750.0
GBPUSD,2026-01-02 08:00:00,-1.0,False,-2500.0,666250.0
EURUSD,2026-01-02 08:00:00,-1.0,False,-2500.0,663750.0
GBPCAD,2026-01-02 08:00:00,-1.0,False,-2500.0,661250.0
USDJPY,2026-01-02 08:05:00,2.5,True,6250.0,667500.0
ETHUSD,2026-01-02 08:35:00,-1.0,False,-2500.0,665000.0
USDCAD,2026-01-02 09:15:00,-1.0,False,-2500.0,662500.0
CADCHF,2026-01-02 09:30:00,2.5,True,6250.0,668750.0
EURJPY,2026-01-02 09:30:00,-1.0,False,-2500.0,666250.0
EURUSD,2026-01-02 09:30:00,-1.0,False,-2500.0,663750.0
NZDUSD,2026-01-02 10:10:00,-1.0,False,-2500.0,661250.0
SOLUSD,2026-01-02 11:10:00,-1.0,False,-2500.0,658750.0
ETHUSD,2026-01-02 11:45:00,-1.0,False,-2500.0,656250.0
SOLUSD,2026-01-02 11:45:00,2.5,True,6250.0,662500.0
BTCUSD,2026-01-02 12:05:00,-1.0,False,-2500.0,660000.0
BTCUSD,2026-01-02 12:10:00,2.5,True,6250.0,666250.0
EURJPY,2026-01-02 12:15:00,2.5,True,6250.0,672500.0
BTCUSD,2026-01-02 16:15:00,-1.0,False,-2500.0,670000.0
BTCUSD,2026-01-02 16:20:00,-1.0,False,-2500.0,667500.0
SOLUSD,2026-01-02 18:30:00,-1.0,False,-2500.0,665000.0
ETHUSD,2026-01-02 18:30:00,2.5,True,6250.0,671250.0
BTCUSD,2026-01-02 18:30:00,2.5,True,6250.0,677500.0
GBPCAD,2026-01-02 19:15:00,-1.0,False,-2500.0,675000.0
EURGBP,2026-01-02 19:40:00,2.5,True,6250.0,681250.0
AUDJPY,2026-01-02 22:55:00,2.5,True,6250.0,687500.0
AUDUSD,2026-01-02 22:55:00,-1.0,False,-2500.0,685000.0
AUDNZD,2026-01-02 22:55:00,2.5,True,6250.0,691250.0
USDCAD,2026-01-02 23:25:00,2.5,True,6250.0,697500.0
SOLUSD,2026-01-03 00:05:00,2.5,True,6250.0,703750.0
SOLUSD,2026-01-03 07:35:00,-1.0,False,-2500.0,701250.0
BTCUSD,2026-01-03 09:20:00,-1.0,False,-2500.0,698750.0
BTCUSD,2026-01-03 09:25:00,2.5,True,6250.0,705000.0
ETHUSD,2026-01-03 20:20:00,2.5,True,6250.0,711250.0
SOLUSD,2026-01-03 22:05:00,2.5,True,6250.0,717500.0
ETHUSD,2026-01-03 22:05:00,2.5,True,6250.0,723750.0
BTCUSD,2026-01-04 02:05:00,-1.0,False,-2500.0,721250.0
ETHUSD,2026-01-04 02:05:00,-1.0,False,-2500.0,718750.0
BTCUSD,2026-01-04 02:10:00,-1.0,False,-2500.0,716250.0
ETHUSD,2026-01-04 02:10:00,-1.0,False,-2500.0,713750.0
BTCUSD,2026-01-04 21:05:00,2.5,True,6250.0,720000.0
USDJPY,2026-01-05 00:05:00,2.5,True,6250.0,726250.0
CADCHF,2026-01-05 00:10:00,2.5,True,6250.0,732500.0
EURUSD,2026-01-05 00:55:00,-1.0,False,-2500.0,730000.0
EURUSD,2026-01-05 01:00:00,2.5,True,6250.0,736250.0
USDJPY,2026-01-05 01:40:00,-1.0,False,-2500.0,733750.0
BTCUSD,2026-01-05 02:00:00,-1.0,False,-2500.0,731250.0
GBPJPY,2026-01-05 02:00:00,-1.0,False,-2500.0,728750.0
ETHUSD,2026-01-05 03:05:00,-1.0,False,-2500.0,726250.0
USDCAD,2026-01-05 05:25:00,-1.0,False,-2500.0,723750.0
USDCAD,2026-01-05 05:30:00,-1.0,False,-2500.0,721250.0
ETHUSD,2026-01-05 06:10:00,-1.0,False,-2500.0,718750.0
SOLUSD,2026-01-05 06:15:00,-1.0,False,-2500.0,716250.0
BTCUSD,2026-01-05 06:20:00,-1.0,False,-2500.0,713750.0
BTCUSD,2026-01-05 06:25:00,-1.0,False,-2500.0,711250.0
ETHUSD,2026-01-05 06:25:00,-1.0,False,-2500.0,708750.0
CADCHF,2026-01-05 06:30:00,-1.0,False,-2500.0,706250.0
AUDUSD,2026-01-05 08:30:00,-1.0,False,-2500.0,703750.0
EURJPY,2026-01-05 09:10:00,-1.0,False,-2500.0,701250.0
AUDJPY,2026-01-05 10:00:00,-1.0,False,-2500.0,698750.0
USDJPY,2026-01-05 10:25:00,2.5,True,6250.0,705000.0
EURGBP,2026-01-05 11:45:00,-1.0,False,-2500.0,702500.0
GBPUSD,2026-01-05 12:05:00,-1.0,False,-2500.0,700000.0
GBPUSD,2026-01-05 12:15:00,-1.0,False,-2500.0,697500.0
USDCAD,2026-01-05 14:45:00,-1.0,False,-2500.0,695000.0
USDCAD,2026-01-05 14:50:00,-1.0,False,-2500.0,692500.0
USDCAD,2026-01-05 14:55:00,-1.0,False,-2500.0,690000.0
USDCAD,2026-01-05 15:00:00,-1.0,False,-2500.0,687500.0
EURUSD,2026-01-05 15:00:00,-1.0,False,-2500.0,685000.0
AUDUSD,2026-01-05 15:05:00,-1.0,False,-2500.0,682500.0
EURUSD,2026-01-05 15:05:00,2.5,True,6250.0,688750.0
USDCAD,2026-01-05 15:05:00,-1.0,False,-2500.0,686250.0
USDJPY,2026-01-05 17:30:00,-1.0,False,-2500.0,683750.0
AUDNZD,2026-01-05 20:00:00,-1.0,False,-2500.0,681250.0
CADCHF,2026-01-05 20:55:00,-1.0,False,-2500.0,678750.0
USDJPY,2026-01-05 21:00:00,2.5,True,6250.0,685000.0
ETHUSD,2026-01-05 22:25:00,2.5,True,6250.0,691250.0
NZDUSD,2026-01-06 00:05:00,-1.0,False,-2500.0,688750.0
NZDUSD,2026-01-06 00:10:00,-1.0,False,-2500.0,686250.0
AUDNZD,2026-01-06 00:40:00,2.5,True,6250.0,692500.0
EURUSD,2026-01-06 01:50:00,-1.0,False,-2500.0,690000.0
AUDUSD,2026-01-06 02:05:00,-1.0,False,-2500.0,687500.0
AUDJPY,2026-01-06 02:25:00,2.5,True,6250.0,693750.0
GBPUSD,2026-01-06 04:45:00,-1.0,False,-2500.0,691250.0
ETHUSD,2026-01-06 08:45:00,2.5,True,6250.0,697500.0
GBPUSD,2026-01-06 09:00:00,2.5,True,6250.0,703750.0
USDCAD,2026-01-06 09:00:00,2.5,True,6250.0,710000.0
USDCAD,2026-01-06 14:45:00,2.5,True,6250.0,716250.0
USDCAD,2026-01-06 16:05:00,2.5,True,6250.0,722500.0
SOLUSD,2026-01-06 16:10:00,-1.0,False,-2500.0,720000.0
ETHUSD,2026-01-06 16:10:00,-1.0,False,-2500.0,717500.0
SOLUSD,2026-01-06 16:15:00,2.5,True,6250.0,723750.0
ETHUSD,2026-01-06 16:15:00,-1.0,False,-2500.0,721250.0
BTCUSD,2026-01-06 16:20:00,2.5,True,6250.0,727500.0
SOLUSD,2026-01-06 16:20:00,2.5,True,6250.0,733750.0
ETHUSD,2026-01-06 16:20:00,2.5,True,6250.0,740000.0
AUDJPY,2026-01-06 16:40:00,-1.0,False,-2500.0,737500.0
BTCUSD,2026-01-06 18:25:00,-1.0,False,-2500.0,735000.0
GBPJPY,2026-01-06 21:05:00,-1.0,False,-2500.0,732500.0
USDCAD,2026-01-06 21:05:00,-1.0,False,-2500.0,730000.0
USDJPY,2026-01-06 21:55:00,-1.0,False,-2500.0,727500.0
AUDNZD,2026-01-06 21:55:00,2.5,True,6250.0,733750.0
USDJPY,2026-01-06 22:00:00,2.5,True,6250.0,740000.0
AUDUSD,2026-01-06 22:35:00,-1.0,False,-2500.0,737500.0
SOLUSD,2026-01-06 23:15:00,-1.0,False,-2500.0,735000.0
ETHUSD,2026-01-06 23:15:00,-1.0,False,-2500.0,732500.0
BTCUSD,2026-01-06 23:15:00,2.5,True,6250.0,738750.0
AUDNZD,2026-01-07 00:05:00,-1.0,False,-2500.0,736250.0
CADCHF,2026-01-07 00:05:00,-1.0,False,-2500.0,733750.0
CADCHF,2026-01-07 00:10:00,-1.0,False,-2500.0,731250.0
AUDNZD,2026-01-07 00:10:00,-1.0,False,-2500.0,728750.0
AUDNZD,2026-01-07 00:15:00,-1.0,False,-2500.0,726250.0
AUDNZD,2026-01-07 00:35:00,2.5,True,6250.0,732500.0
CADCHF,2026-01-07 02:35:00,-1.0,False,-2500.0,730000.0
SOLUSD,2026-01-07 02:45:00,-1.0,False,-2500.0,727500.0
ETHUSD,2026-01-07 02:55:00,-1.0,False,-2500.0,725000.0
SOLUSD,2026-01-07 02:55:00,-1.0,False,-2500.0,722500.0
BTCUSD,2026-01-07 02:55:00,-1.0,False,-2500.0,720000.0
SOLUSD,2026-01-07 03:15:00,-1.0,False,-2500.0,717500.0
USDJPY,2026-01-07 05:30:00,-1.0,False,-2500.0,715000.0
AUDJPY,2026-01-07 06:05:00,2.5,True,6250.0,721250.0
EURJPY,2026-01-07 07:00:00,-1.0,False,-2500.0,718750.0
CADCHF,2026-01-07 08:35:00,2.5,True,6250.0,725000.0
EURUSD,2026-01-07 08:50:00,2.5,True,6250.0,731250.0
GBPCAD,2026-01-07 08:50:00,2.5,True,6250.0,737500.0
EURUSD,2026-01-07 09:35:00,-1.0,False,-2500.0,735000.0
BTCUSD,2026-01-07 11:05:00,-1.0,False,-2500.0,732500.0
ETHUSD,2026-01-07 11:10:00,-1.0,False,-2500.0,730000.0
BTCUSD,2026-01-07 11:10:00,-1.0,False,-2500.0,727500.0
BTCUSD,2026-01-07 11:15:00,-1.0,False,-2500.0,725000.0
SOLUSD,2026-01-07 11:15:00,-1.0,False,-2500.0,722500.0
ETHUSD,2026-01-07 11:15:00,-1.0,False,-2500.0,720000.0
ETHUSD,2026-01-07 11:20:00,-1.0,False,-2500.0,717500.0
BTCUSD,2026-01-07 11:20:00,-1.0,False,-2500.0,715000.0
SOLUSD,2026-01-07 11:20:00,-1.0,False,-2500.0,712500.0
SOLUSD,2026-01-07 11:25:00,-1.0,False,-2500.0,710000.0
SOLUSD,2026-01-07 11:30:00,-1.0,False,-2500.0,707500.0
CADCHF,2026-01-07 12:55:00,-1.0,False,-2500.0,705000.0
CADCHF,2026-01-07 13:00:00,-1.0,False,-2500.0,702500.0
BTCUSD,2026-01-07 13:05:00,2.5,True,6250.0,708750.0
CADCHF,2026-01-07 13:05:00,-1.0,False,-2500.0,706250.0
GBPUSD,2026-01-07 14:25:00,-1.0,False,-2500.0,703750.0
GBPCAD,2026-01-07 15:10:00,-1.0,False,-2500.0,701250.0
AUDNZD,2026-01-07 16:15:00,2.5,True,6250.0,707500.0
NZDUSD,2026-01-07 17:15:00,-1.0,False,-2500.0,705000.0
USDCAD,2026-01-07 17:15:00,-1.0,False,-2500.0,702500.0
CADCHF,2026-01-07 19:00:00,-1.0,False,-2500.0,700000.0
EURJPY,2026-01-08 00:05:00,-1.0,False,-2500.0,697500.0
GBPJPY,2026-01-08 00:05:00,-1.0,False,-2500.0,695000.0
USDJPY,2026-01-08 00:05:00,-1.0,False,-2500.0,692500.0
AUDNZD,2026-01-08 00:10:00,-1.0,False,-2500.0,690000.0
CADCHF,2026-01-08 00:20:00,-1.0,False,-2500.0,687500.0
CADCHF,2026-01-08 00:25:00,2.5,True,6250.0,693750.0
AUDUSD,2026-01-08 02:25:00,2.5,True,6250.0,700000.0
EURUSD,2026-01-08 03:40:00,2.5,True,6250.0,706250.0
BTCUSD,2026-01-08 04:35:00,-1.0,False,-2500.0,703750.0
CADCHF,2026-01-08 04:50:00,-1.0,False,-2500.0,701250.0
CADCHF,2026-01-08 04:55:00,-1.0,False,-2500.0,698750.0
USDJPY,2026-01-08 05:15:00,-1.0,False,-2500.0,696250.0
GBPJPY,2026-01-08 05:15:00,-1.0,False,-2500.0,693750.0
EURJPY,2026-01-08 05:15:00,-1.0,False,-2500.0,691250.0
GBPJPY,2026-01-08 05:20:00,-1.0,False,-2500.0,688750.0
EURJPY,2026-01-08 05:20:00,-1.0,False,-2500.0,686250.0
EURGBP,2026-01-08 07:05:00,-1.0,False,-2500.0,683750.0
AUDJPY,2026-01-08 07:10:00,-1.0,False,-2500.0,681250.0
CADCHF,2026-01-08 08:10:00,2.5,True,6250.0,687500.0
ETHUSD,2026-01-08 08:15:00,-1.0,False,-2500.0,685000.0
BTCUSD,2026-01-08 08:15:00,-1.0,False,-2500.0,682500.0
ETHUSD,2026-01-08 08:20:00,-1.0,False,-2500.0,680000.0
GBPJPY,2026-01-08 10:00:00,2.5,True,6250.0,686250.0
NZDUSD,2026-01-08 10:45:00,-1.0,False,-2500.0,683750.0
USDCAD,2026-01-08 12:55:00,-1.0,False,-2500.0,681250.0
AUDJPY,2026-01-08 15:40:00,-1.0,False,-2500.0,678750.0
USDJPY,2026-01-08 15:45:00,-1.0,False,-2500.0,676250.0
USDJPY,2026-01-08 15:50:00,-1.0,False,-2500.0,673750.0
ETHUSD,2026-01-08 16:40:00,2.5,True,6250.0,680000.0
EURUSD,2026-01-08 23:45:00,2.5,True,6250.0,686250.0
GBPJPY,2026-01-09 00:05:00,-1.0,False,-2500.0,683750.0
CADCHF,2026-01-09 00:20:00,-1.0,False,-2500.0,681250.0
GBPJPY,2026-01-09 00:25:00,2.5,True,6250.0,687500.0
AUDJPY,2026-01-09 00:25:00,2.5,True,6250.0,693750.0
USDCAD,2026-01-09 02:05:00,-1.0,False,-2500.0,691250.0
AUDUSD,2026-01-09 03:35:00,-1.0,False,-2500.0,688750.0
NZDUSD,2026-01-09 03:35:00,-1.0,False,-2500.0,686250.0
CADCHF,2026-01-09 03:50:00,2.5,True,6250.0,692500.0
SOLUSD,2026-01-09 05:45:00,2.5,True,6250.0,698750.0
EURUSD,2026-01-09 07:35:00,-1.0,False,-2500.0,696250.0
USDJPY,2026-01-09 09:35:00,-1.0,False,-2500.0,693750.0
BTCUSD,2026-01-09 09:55:00,-1.0,False,-2500.0,691250.0
BTCUSD,2026-01-09 10:00:00,-1.0,False,-2500.0,688750.0
ETHUSD,2026-01-09 10:00:00,-1.0,False,-2500.0,686250.0
SOLUSD,2026-01-09 10:00:00,-1.0,False,-2500.0,683750.0
ETHUSD,2026-01-09 10:40:00,-1.0,False,-2500.0,681250.0
ETHUSD,2026-01-09 10:45:00,2.5,True,6250.0,687500.0
BTCUSD,2026-01-09 10:45:00,2.5,True,6250.0,693750.0
BTCUSD,2026-01-09 10:50:00,2.5,True,6250.0,700000.0
ETHUSD,2026-01-09 10:50:00,2.5,True,6250.0,706250.0
GBPUSD,2026-01-09 14:55:00,-1.0,False,-2500.0,703750.0
CADCHF,2026-01-09 15:25:00,2.5,True,6250.0,710000.0
AUDUSD,2026-01-09 15:40:00,2.5,True,6250.0,716250.0
NZDUSD,2026-01-09 15:40:00,2.5,True,6250.0,722500.0
NZDUSD,2026-01-09 17:05:00,2.5,True,6250.0,728750.0
AUDUSD,2026-01-09 20:30:00,-1.0,False,-2500.0,726250.0
GBPUSD,2026-01-09 20:35:00,2.5,True,6250.0,732500.0
AUDUSD,2026-01-09 20:35:00,-1.0,False,-2500.0,730000.0
ETHUSD,2026-01-10 13:00:00,2.5,True,6250.0,736250.0
BTCUSD,2026-01-10 13:00:00,2.5,True,6250.0,742500.0
SOLUSD,2026-01-10 13:00:00,2.5,True,6250.0,748750.0
ETHUSD,2026-01-10 13:05:00,-1.0,False,-2500.0,746250.0
BTCUSD,2026-01-10 23:05:00,-1.0,False,-2500.0,743750.0
BTCUSD,2026-01-11 06:55:00,-1.0,False,-2500.0,741250.0
SOLUSD,2026-01-11 10:35:00,-1.0,False,-2500.0,738750.0
SOLUSD,2026-01-11 10:40:00,-1.0,False,-2500.0,736250.0
BTCUSD,2026-01-11 14:10:00,-1.0,False,-2500.0,733750.0
BTCUSD,2026-01-11 14:15:00,-1.0,False,-2500.0,731250.0
BTCUSD,2026-01-11 14:45:00,-1.0,False,-2500.0,728750.0
SOLUSD,2026-01-11 16:55:00,2.5,True,6250.0,735000.0
ETHUSD,2026-01-11 16:55:00,-1.0,False,-2500.0,732500.0
ETHUSD,2026-01-11 22:05:00,-1.0,False,-2500.0,730000.0
BTCUSD,2026-01-11 22:05:00,-1.0,False,-2500.0,727500.0
SOLUSD,2026-01-11 22:15:00,-1.0,False,-2500.0,725000.0
ETHUSD,2026-01-11 22:15:00,2.5,True,6250.0,731250.0
CADCHF,2026-01-12 00:05:00,2.5,True,6250.0,737500.0
AUDUSD,2026-01-12 00:05:00,-1.0,False,-2500.0,735000.0
NZDUSD,2026-01-12 00:05:00,2.5,True,6250.0,741250.0
USDJPY,2026-01-12 00:05:00,-1.0,False,-2500.0,738750.0
CADCHF,2026-01-12 00:10:00,2.5,True,6250.0,745000.0
AUDUSD,2026-01-12 00:10:00,2.5,True,6250.0,751250.0
AUDNZD,2026-01-12 00:45:00,2.5,True,6250.0,757500.0
AUDNZD,2026-01-12 00:50:00,2.5,True,6250.0,763750.0
GBPCAD,2026-01-12 00:55:00,2.5,True,6250.0,770000.0
GBPUSD,2026-01-12 02:10:00,-1.0,False,-2500.0,767500.0
GBPUSD,2026-01-12 02:15:00,-1.0,False,-2500.0,765000.0
USDJPY,2026-01-12 02:30:00,-1.0,False,-2500.0,762500.0
USDJPY,2026-01-12 02:35:00,-1.0,False,-2500.0,760000.0
GBPUSD,2026-01-12 02:35:00,-1.0,False,-2500.0,757500.0
GBPJPY,2026-01-12 04:30:00,-1.0,False,-2500.0,755000.0
EURJPY,2026-01-12 04:30:00,-1.0,False,-2500.0,752500.0
AUDJPY,2026-01-12 04:40:00,-1.0,False,-2500.0,750000.0
SOLUSD,2026-01-12 05:10:00,2.5,True,6250.0,756250.0
EURUSD,2026-01-12 07:25:00,-1.0,False,-2500.0,753750.0
USDCAD,2026-01-12 07:30:00,-1.0,False,-2500.0,751250.0
EURUSD,2026-01-12 07:30:00,-1.0,False,-2500.0,748750.0
BTCUSD,2026-01-12 08:35:00,-1.0,False,-2500.0,746250.0
ETHUSD,2026-01-12 09:50:00,-1.0,False,-2500.0,743750.0
BTCUSD,2026-01-12 10:35:00,-1.0,False,-2500.0,741250.0
BTCUSD,2026-01-12 10:40:00,-1.0,False,-2500.0,738750.0
SOLUSD,2026-01-12 10:40:00,-1.0,False,-2500.0,736250.0
AUDUSD,2026-01-12 15:05:00,2.5,True,6250.0,742500.0
AUDUSD,2026-01-12 15:10:00,2.5,True,6250.0,748750.0
ETHUSD,2026-01-12 16:20:00,2.5,True,6250.0,755000.0
ETHUSD,2026-01-12 16:25:00,2.5,True,6250.0,761250.0
AUDJPY,2026-01-12 17:55:00,-1.0,False,-2500.0,758750.0
NZDUSD,2026-01-12 23:05:00,-1.0,False,-2500.0,756250.0
AUDNZD,2026-01-12 23:05:00,-1.0,False,-2500.0,753750.0
AUDNZD,2026-01-12 23:20:00,-1.0,False,-2500.0,751250.0
AUDJPY,2026-01-12 23:50:00,-1.0,False,-2500.0,748750.0
USDJPY,2026-01-13 00:05:00,2.5,True,6250.0,755000.0
EURJPY,2026-01-13 00:05:00,2.5,True,6250.0,761250.0
CADCHF,2026-01-13 00:05:00,2.5,True,6250.0,767500.0
AUDJPY,2026-01-13 00:05:00,-1.0,False,-2500.0,765000.0
GBPJPY,2026-01-13 02:50:00,-1.0,False,-2500.0,762500.0
GBPCAD,2026-01-13 02:55:00,2.5,True,6250.0,768750.0
EURGBP,2026-01-13 02:55:00,-1.0,False,-2500.0,766250.0
GBPUSD,2026-01-13 02:55:00,2.5,True,6250.0,772500.0
ETHUSD,2026-01-13 07:10:00,-1.0,False,-2500.0,770000.0
BTCUSD,2026-01-13 07:10:00,-1.0,False,-2500.0,767500.0
BTCUSD,2026-01-13 07:15:00,-1.0,False,-2500.0,765000.0
ETHUSD,2026-01-13 07:15:00,2.5,True,6250.0,771250.0
SOLUSD,2026-01-13 07:15:00,-1.0,False,-2500.0,768750.0
BTCUSD,2026-01-13 07:20:00,-1.0,False,-2500.0,766250.0
ETHUSD,2026-01-13 07:20:00,2.5,True,6250.0,772500.0
GBPUSD,2026-01-13 08:20:00,2.5,True,6250.0,778750.0
AUDUSD,2026-01-13 08:35:00,-1.0,False,-2500.0,776250.0
CADCHF,2026-01-13 10:05:00,2.5,True,6250.0,782500.0
ETHUSD,2026-01-13 11:00:00,-1.0,False,-2500.0,780000.0
BTCUSD,2026-01-13 11:00:00,-1.0,False,-2500.0,777500.0
GBPUSD,2026-01-13 14:40:00,-1.0,False,-2500.0,775000.0
EURUSD,2026-01-13 14:45:00,-1.0,False,-2500.0,772500.0
EURJPY,2026-01-13 14:45:00,-1.0,False,-2500.0,770000.0
GBPUSD,2026-01-13 14:45:00,-1.0,False,-2500.0,767500.0
EURJPY,2026-01-13 14:50:00,-1.0,False,-2500.0,765000.0
EURJPY,2026-01-13 14:55:00,-1.0,False,-2500.0,762500.0
EURJPY,2026-01-13 15:00:00,-1.0,False,-2500.0,760000.0
GBPJPY,2026-01-13 15:05:00,-1.0,False,-2500.0,757500.0
AUDJPY,2026-01-13 15:10:00,-1.0,False,-2500.0,755000.0
GBPCAD,2026-01-13 15:25:00,2.5,True,6250.0,761250.0
ETHUSD,2026-01-13 15:30:00,2.5,True,6250.0,767500.0
AUDJPY,2026-01-13 17:00:00,-1.0,False,-2500.0,765000.0
ETHUSD,2026-01-13 18:00:00,-1.0,False,-2500.0,762500.0
NZDUSD,2026-01-13 20:05:00,-1.0,False,-2500.0,760000.0
SOLUSD,2026-01-14 00:05:00,-1.0,False,-2500.0,757500.0
ETHUSD,2026-01-14 00:05:00,-1.0,False,-2500.0,755000.0
GBPJPY,2026-01-14 00:05:00,-1.0,False,-2500.0,752500.0
BTCUSD,2026-01-14 00:10:00,-1.0,False,-2500.0,750000.0
SOLUSD,2026-01-14 00:10:00,2.5,True,6250.0,756250.0
ETHUSD,2026-01-14 00:10:00,-1.0,False,-2500.0,753750.0
GBPJPY,2026-01-14 00:15:00,2.5,True,6250.0,760000.0
SOLUSD,2026-01-14 00:15:00,2.5,True,6250.0,766250.0
ETHUSD,2026-01-14 00:15:00,-1.0,False,-2500.0,763750.0
AUDNZD,2026-01-14 00:30:00,-1.0,False,-2500.0,761250.0
NZDUSD,2026-01-14 00:55:00,-1.0,False,-2500.0,758750.0
AUDUSD,2026-01-14 00:55:00,2.5,True,6250.0,765000.0
AUDUSD,2026-01-14 01:00:00,2.5,True,6250.0,771250.0
USDCAD,2026-01-14 02:00:00,-1.0,False,-2500.0,768750.0
USDCAD,2026-01-14 02:10:00,-1.0,False,-2500.0,766250.0
EURGBP,2026-01-14 08:05:00,-1.0,False,-2500.0,763750.0
EURGBP,2026-01-14 08:15:00,2.5,True,6250.0,770000.0
EURGBP,2026-01-14 08:20:00,2.5,True,6250.0,776250.0
AUDJPY,2026-01-14 10:05:00,-1.0,False,-2500.0,773750.0
AUDJPY,2026-01-14 10:10:00,-1.0,False,-2500.0,771250.0
AUDUSD,2026-01-14 10:10:00,2.5,True,6250.0,777500.0
USDCAD,2026-01-14 10:20:00,2.5,True,6250.0,783750.0
EURJPY,2026-01-14 10:30:00,-1.0,False,-2500.0,781250.0
GBPJPY,2026-01-14 10:30:00,-1.0,False,-2500.0,778750.0
AUDNZD,2026-01-14 12:40:00,-1.0,False,-2500.0,776250.0
AUDJPY,2026-01-14 12:40:00,-1.0,False,-2500.0,773750.0
GBPJPY,2026-01-14 12:40:00,-1.0,False,-2500.0,771250.0
AUDNZD,2026-01-14 12:45:00,-1.0,False,-2500.0,768750.0
EURJPY,2026-01-14 14:00:00,-1.0,False,-2500.0,766250.0
GBPJPY,2026-01-14 14:00:00,-1.0,False,-2500.0,763750.0
EURUSD,2026-01-14 14:55:00,2.5,True,6250.0,770000.0
AUDNZD,2026-01-14 15:25:00,-1.0,False,-2500.0,767500.0
EURJPY,2026-01-14 16:05:00,-1.0,False,-2500.0,765000.0
USDJPY,2026-01-14 16:15:00,-1.0,False,-2500.0,762500.0
ETHUSD,2026-01-14 16:20:00,-1.0,False,-2500.0,760000.0
