position_id,profit,comment_exit,symbol,comment_entry,strategy
106122108,-6.88,[sl 93.414],NZDJPY,LHN_EXPL_A20R20_,LHN_EXPL_A20R20_
106122092,-6.92,[sl 93.415],NZDJPY,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106122071,-6.95,[sl 93.411],NZDJPY,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106122087,-6.98,[sl 93.410],NZDJPY,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106122054,-6.98,[sl 93.410],NZDJPY,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106122141,10.28,[tp 93.294],NZDJPY,LHN_NEME_A20R15_,LHN_NEME_A20R15_
106122122,10.28,[tp 93.294],NZDJPY,LHN_NEME_A15R15_,LHN_NEME_A15R15_
106122257,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106122264,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106122279,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106122262,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106122261,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106122255,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106122260,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106122319,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A25R30_,LHN_EXPL_A25R30_
106122253,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106122265,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106122315,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A20R30_,LHN_EXPL_A20R30_
106122280,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106122272,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106122301,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A25R20_,LHN_EXPL_A25R20_
106122266,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106122273,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106122263,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106122256,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106122295,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A15R20_,LHN_EXPL_A15R20_
106122312,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A15R30_,LHN_EXPL_A15R30_
106122291,-46.99,[sl 69470.77],BTCUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106122307,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A28R20_,LHN_EXPL_A28R20_
106122320,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A28R30_,LHN_EXPL_A28R30_
106122298,-46.99,[sl 69470.77],BTCUSD,LHN_EXPL_A20R20_,LHN_EXPL_A20R20_
106122326,70.15,[tp 69950.01],BTCUSD,LHN_NEME_A15R15_,LHN_NEME_A15R15_
106122330,70.54,[tp 69943.35],BTCUSD,LHN_NEME_A25R15_,LHN_NEME_A25R15_
106122331,70.42,[tp 69943.71],BTCUSD,LHN_NEME_A28R15_,LHN_NEME_A28R15_
106124879,-7.85,[sl 86.51],SOLUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106124868,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106124870,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106124878,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106124876,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106124858,-401.94,[sl 86.55],SOLUSD,LHN_BETA_SNIPER,LHN_BETA_SNIPER
106124871,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106124882,-7.7,[sl 86.54],SOLUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106124869,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106124872,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106124865,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106124873,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106124866,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106124875,-7.7,[sl 86.55],SOLUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106124880,-7.7,[sl 86.54],SOLUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106119422,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106119430,-17.45,[sl 2042.40],ETHUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106119447,-17.45,[sl 2042.40],ETHUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106119420,-17.45,[sl 2042.40],ETHUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106119450,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106119435,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106119496,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A15R30_,LHN_EXPL_A15R30_
106119492,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A20R20_,LHN_EXPL_A20R20_
106119477,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106119500,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A28R30_,LHN_EXPL_A28R30_
106119437,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106119427,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106119440,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106119451,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106119417,-17.52,[sl 2042.20],ETHUSD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106119493,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A25R20_,LHN_EXPL_A25R20_
106119433,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106119442,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
106119497,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A20R30_,LHN_EXPL_A20R30_
106119431,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106119495,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A28R20_,LHN_EXPL_A28R20_
106119488,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A15R20_,LHN_EXPL_A15R20_
106119499,-17.31,[sl 2042.40],ETHUSD,LHN_EXPL_A25R30_,LHN_EXPL_A25R30_
106119486,-17.31,[sl 2042.40],ETHUSD,LHN_ALFA_A28R15_,LHN_ALFA_A28R15_
106124061,12.85,[tp 111.298],AUDJPY,LHN_NEME_A25R15_,LHN_NEME_A25R15_
106124062,12.85,[tp 111.298],AUDJPY,LHN_NEME_A28R15_,LHN_NEME_A28R15_
106158051,-14.19,[sl 1.89825],GBPAUD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106158048,-14.69,[sl 1.89823],GBPAUD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106158049,-14.69,[sl 1.89822],GBPAUD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106158071,-14.66,[sl 1.89823],GBPAUD,LHN_EXPL_A15R30_,LHN_EXPL_A15R30_
106158064,-14.66,[sl 1.89823],GBPAUD,LHN_EXPL_A15R20_,LHN_EXPL_A15R20_
106158057,-14.66,[sl 1.89823],GBPAUD,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106157658,-8.28,[sl 111.604],AUDJPY,LHN_ALFA_A20R15_,LHN_ALFA_A20R15_
106157656,-8.31,[sl 111.605],AUDJPY,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106157660,-8.31,[sl 111.605],AUDJPY,LHN_ALFA_A15R15_,LHN_ALFA_A15R15_
106157659,-8.31,[sl 111.605],AUDJPY,LHN_ALFA_A25R15_,LHN_ALFA_A25R15_
