symbol,prob,adx,rsi,vol,outcome_r
AUDUSD,0.5578502415458937,43.96345025363921,74.59838768212757,0.7133047309498799,-1.5046728971962664
AUDUSD,0.5702355418731417,20.76312789156002,17.842271827427368,0.9051523812094048,2.5664263645725534
AUDUSD,0.8271923134845336,26.930948117640202,64.38959670164053,1.4652798296189682,-3.535061873895133
AUDUSD,0.6068084572432398,36.84435897898668,36.451942852102285,1.2021550436792539,1.5
AUDUSD,0.5312629399585922,32.00517733983199,32.7432952203343,0.8477613529065089,-1.50970149253729
AUDUSD,0.49951690821256034,17.29325446386288,71.46878523121569,1.1165130771592668,-0.5327332242225923
AUDUSD,0.49951690821256034,18.37057221228682,23.90050963534786,1.0919159822046391,-0.6927710843373488
AUDUSD,0.6693237197585024,20.972073423936965,31.606846946101328,1.0793381283388965,0.16052814454479414
AUDUSD,0.5382783685873658,16.118461913654716,22.222143659088076,0.8969383247016854,2.2210915818686225
AUDUSD,0.7534221028014131,16.570940965758385,40.64319166598199,0.9149194912995454,1.5
AUDUSD,0.5895962732919255,26.995005368624494,30.9747745838298,0.9707223553800977,-2.0335766423358006
AUDUSD,0.6375776880124706,16.64988244564871,69.22348277560732,1.585350186504881,1.4336336336336584
AUDUSD,0.7452034900084435,18.911070655762018,22.79592957896459,1.3034400288378745,6.486567164179151
AUDUSD,0.7090963609104539,33.07914701348545,56.87937614813734,2.002372896411065,-8.756448047162815
AUDUSD,0.7233547505126452,60.6772920785346,16.214462952116023,3.2908627123903047,0.5081706435285649
AUDUSD,0.7364620569992621,26.340087450308943,46.488381094158065,3.7346310848461433,-1.8701149425287376
AUDUSD,0.6385544889892716,22.14676041468028,23.392099196608456,2.770773342899348,-5.4128924701306005
AUDUSD,0.7241823367195418,26.674568710966863,68.09759031560529,5.006570479319107,1.5
AUDUSD,0.9069308755760369,35.72559733781913,62.96456276531507,3.4421145213351005,1.5
AUDUSD,0.6267940754897277,37.28123816376768,74.80151804092225,2.507846676601263,1.5
AUDUSD,0.8989308755760369,34.316176097830734,48.89025463135303,2.2458187214477365,1.5
AUDUSD,0.5578502415458937,18.358220809289552,48.48475905314571,1.287030325733663,1.5
AUDUSD,0.6311491165838992,17.764407535052918,59.54190519211155,1.4120625475319633,0.12999071494895464
AUDUSD,0.651037290195185,18.89027954778435,69.13838953790042,1.4317633043683091,1.5
AUDUSD,0.538664320079119,15.286728113389463,70.18146089437967,0.7563739770143234,1.5
AUDUSD,0.4749102046871203,23.892406542623004,32.376323242659055,1.2713251168604063,-2.296319796954335
AUDUSD,0.7233547505126452,17.783580928917463,54.43966573410953,1.253774003837626,0.2709270927092578
AUDUSD,0.5886194723151246,21.54508588833545,28.923014627353226,1.606772262558198,-2.2505813953488376
AUDUSD,0.2519653184948476,17.12118384135913,60.46502679594319,1.4401108310152098,1.1723507917174314
AUDUSD,0.6508084572432399,15.655517509067154,62.05001027385425,1.5269145088824136,-0.47522935779818093
AUDUSD,0.6578414242762068,24.00772523245003,79.50040447391689,1.537304520455834,-1.0626797009775695
AUDUSD,0.4328502415458937,18.238761762595033,79.89398262508786,1.295922721558379,0.19391891891892715
AUDUSD,0.6693237197585024,15.302484605988601,75.20822365467376,1.8078463943506107,2.3688792165397103
AUDUSD,0.6203655040611562,15.55733657752966,47.34684859103664,1.2358149741410995,-3.2229946524064688
AUDUSD,0.7534221028014131,18.11104742700759,62.05075646708232,1.4238636992106106,1.5
AUDUSD,0.8184105437849442,16.63116910393823,57.128228126761925,1.0872579294621512,1.5
AUDUSD,0.6846880838459786,20.052546164850604,69.80119507063212,1.077682278519786,-3.7199511897497914
AUDUSD,0.5312629399585922,27.31363986412419,18.030945527296865,1.2089766514018234,0.6036960985626285
AUDUSD,0.5578502415458937,30.78308458975487,34.19906511011412,1.5120276322699804,1.0908025776215688
AUDUSD,0.8519197418887503,24.320949200261882,56.94148950083373,0.9297629694375558,2.2919947506561362
AUDUSD,0.5578502415458937,30.95669207320799,29.35148908750321,1.3117897943733112,-2.2343665035345417
AUDUSD,0.6695525527104474,42.27305101460818,75.82212786579613,1.6571178699118063,-2.2801302931596124
AUDUSD,0.5895962732919255,33.88569094109886,8.160426798620065,1.052505052664769,0.9404159640247298
AUDUSD,0.7231259175607001,25.182098198181805,34.644103929315094,1.216275808838166,-2.491447368421066
AUDUSD,0.4487325304521097,20.802805037817073,27.910891994437023,1.0217773529039191,-1.174863387978125
AUDUSD,0.6825544889892716,24.927343095882435,72.98492212105829,1.0496923544124894,-1.1640798226164388
AUDUSD,0.6536815841163668,33.49536080900144,45.98329033710998,1.1886042515794923,0.4698703279938871
AUDUSD,0.5950480437436959,15.113446028995735,46.40515798777638,1.0952068331973235,3.0812342569269093
AUDUSD,0.3067632850241546,16.370174602755444,19.63466135688701,1.0675330312771485,-4.036903039073839
AUDUSD,0.8701377030261653,24.028227323777287,67.55716166028004,1.4305123130299333,1.5
AUDUSD,0.7107938189618859,18.70699524338869,28.555259619228664,1.044892440902286,1.5
AUDUSD,0.5642788129744651,24.300541454224387,46.74856687523117,1.1303329916239238,1.5
AUDUSD,0.6662059212909293,28.47186395729564,37.97947164800484,1.3203438409344732,-0.6388036809816002
AUDUSD,0.3067632850241546,17.2441593586331,52.16858670358814,1.3604481743002654,2.2654702970297076
AUDUSD,0.8058180936211496,15.807455712913152,66.03765278282656,1.3539080026302424,1.5
AUDUSD,0.6695525527104474,29.752772794695527,53.688904467121304,1.2445017341137026,0.26794258373205104
AUDUSD,0.8933510436432638,16.093232886136907,66.13533520654708,1.0057267242174446,1.5
AUDUSD,0.6904150422291352,22.805404383735006,67.11217385422,0.9853442805976558,1.5
AUDUSD,0.7163427377220482,29.480966139795015,51.46792391175575,0.8390626638493424,0.6179245283018947
AUDUSD,0.6375776880124706,15.07502995611253,67.1543186730965,0.8013795331993793,-0.44505494505492965
AUDUSD,0.5886194723151246,17.488260496838034,46.218378645831315,0.7724763387667427,-0.8132260947274127
AUDUSD,0.6827833219412167,16.042862053859118,61.61062247668272,1.142942143959985,-0.8478642480983017
AUDUSD,0.7425653463684024,15.674512784137239,63.82299419258157,1.4120554607969662,0.26084737110771256
AUDUSD,0.6311491165838992,19.222658844102494,77.68483441674411,1.3254761238035775,-0.21800947867294146
AUDUSD,0.709325193862399,25.19700841345718,49.99993805317409,1.9840653083762534,0.2209469153515034
