symbol,time,pnl_r,dollar_pnl,balance
EURJPY,2026-01-02 09:30:00,1.4,70.0,8024.999999999999
EURUSD,2026-01-02 09:30:00,-1.1,-55.00000000000001,7969.999999999999
AUDUSD,2026-01-02 09:30:00,1.4,70.0,8039.999999999999
CADCHF,2026-01-02 09:30:00,1.4,70.0,8109.999999999999
AUDUSD,2026-01-02 10:10:00,1.4,70.0,8179.999999999999
NZDUSD,2026-01-02 10:10:00,-1.1,-55.00000000000001,8124.999999999999
CADCHF,2026-01-02 11:05:00,-1.1,-55.00000000000001,8069.999999999999
SOLUSD,2026-01-02 11:10:00,-1.1,-55.00000000000001,8014.999999999999
ETHUSD,2026-01-02 11:45:00,-1.1,-55.00000000000001,7959.999999999999
SOLUSD,2026-01-02 11:45:00,1.4,70.0,8029.999999999999
BTCUSD,2026-01-02 11:45:00,-1.1,-55.00000000000001,7974.999999999999
BTCUSD,2026-01-02 12:05:00,1.4,70.0,8044.999999999999
BTCUSD,2026-01-02 12:10:00,1.4,70.0,8114.999999999999
EURJPY,2026-01-02 12:15:00,1.4,70.0,8184.999999999999
GBPJPY,2026-01-02 12:25:00,-1.1,-55.00000000000001,8129.999999999999
GBPJPY,2026-01-02 12:30:00,-1.1,-55.00000000000001,8074.999999999999
BTCUSD,2026-01-02 16:15:00,-1.1,-55.00000000000001,8019.999999999999
ETHUSD,2026-01-02 16:20:00,1.4,70.0,8089.999999999999
BTCUSD,2026-01-02 16:20:00,-1.1,-55.00000000000001,8034.999999999999
SOLUSD,2026-01-02 16:30:00,1.4,70.0,8104.999999999999
AUDNZD,2026-01-02 16:30:00,-1.1,-55.00000000000001,8049.999999999999
AUDNZD,2026-01-02 16:35:00,1.4,70.0,8119.999999999999
AUDNZD,2026-01-02 16:40:00,1.4,70.0,8189.999999999999
USDJPY,2026-01-02 17:00:00,-1.1,-55.00000000000001,8134.999999999999
USDJPY,2026-01-02 17:05:00,-1.1,-55.00000000000001,8079.999999999999
GBPJPY,2026-01-02 17:40:00,1.4,70.0,8149.999999999999
USDCAD,2026-01-02 17:50:00,1.4,70.0,8220.0
SOLUSD,2026-01-03 07:35:00,1.4,70.0,8290.0
BTCUSD,2026-01-03 09:20:00,-1.1,-55.00000000000001,8235.0
BTCUSD,2026-01-03 09:25:00,1.4,70.0,8305.0
BTCUSD,2026-01-03 11:30:00,-1.1,-55.00000000000001,8250.0
BTCUSD,2026-01-03 14:45:00,-1.1,-55.00000000000001,8195.0
BTCUSD,2026-01-03 14:55:00,-1.1,-55.00000000000001,8139.999999999999
BTCUSD,2026-01-03 16:20:00,1.4,70.0,8210.0
BTCUSD,2026-01-04 08:05:00,1.4,70.0,8280.0
BTCUSD,2026-01-04 14:40:00,1.4,70.0,8350.0
ETHUSD,2026-01-05 06:10:00,-1.1,-55.00000000000001,8295.0
SOLUSD,2026-01-05 06:15:00,-1.1,-55.00000000000001,8240.0
BTCUSD,2026-01-05 06:20:00,-1.1,-55.00000000000001,8184.999999999999
GBPCAD,2026-01-05 06:20:00,-1.1,-55.00000000000001,8129.999999999999
BTCUSD,2026-01-05 06:25:00,-1.1,-55.00000000000001,8074.999999999999
ETHUSD,2026-01-05 06:25:00,-1.1,-55.00000000000001,8019.999999999999
CADCHF,2026-01-05 06:30:00,-1.1,-55.00000000000001,7964.999999999999
AUDUSD,2026-01-05 08:30:00,1.4,70.0,8034.999999999999
EURJPY,2026-01-05 09:05:00,-1.1,-55.00000000000001,7979.999999999999
GBPJPY,2026-01-05 09:10:00,-1.1,-55.00000000000001,7924.999999999999
EURJPY,2026-01-05 09:10:00,-1.1,-55.00000000000001,7869.999999999999
USDCAD,2026-01-05 09:30:00,-1.1,-55.00000000000001,7814.999999999999
AUDJPY,2026-01-05 10:00:00,-1.1,-55.00000000000001,7759.999999999999
USDJPY,2026-01-05 10:20:00,1.4,70.0,7829.999999999999
USDJPY,2026-01-05 10:25:00,1.4,70.0,7899.999999999999
GBPJPY,2026-01-05 11:45:00,-1.1,-55.00000000000001,7844.999999999999
EURGBP,2026-01-05 11:45:00,-1.1,-55.00000000000001,7789.999999999999
GBPUSD,2026-01-05 11:55:00,-1.1,-55.00000000000001,7734.999999999999
GBPUSD,2026-01-05 12:05:00,-1.1,-55.00000000000001,7679.999999999999
USDCAD,2026-01-05 12:05:00,-1.1,-55.00000000000001,7624.999999999999
NZDUSD,2026-01-05 12:15:00,1.4,70.0,7694.999999999999
GBPUSD,2026-01-05 12:15:00,-1.1,-55.00000000000001,7639.999999999999
AUDUSD,2026-01-05 12:20:00,1.4,70.0,7709.999999999999
NZDUSD,2026-01-05 12:20:00,1.4,70.0,7779.999999999999
USDCAD,2026-01-05 14:45:00,-1.1,-55.00000000000001,7724.999999999999
USDCAD,2026-01-05 14:50:00,-1.1,-55.00000000000001,7669.999999999999
AUDUSD,2026-01-05 14:50:00,-1.1,-55.00000000000001,7614.999999999999
EURUSD,2026-01-05 14:50:00,-1.1,-55.00000000000001,7559.999999999999
USDCAD,2026-01-05 14:55:00,-1.1,-55.00000000000001,7504.999999999999
EURUSD,2026-01-05 15:00:00,1.4,70.0,7574.999999999999
USDCAD,2026-01-05 15:00:00,-1.1,-55.00000000000001,7519.999999999999
AUDUSD,2026-01-05 15:00:00,-1.1,-55.00000000000001,7464.999999999999
NZDUSD,2026-01-05 15:05:00,1.4,70.0,7534.999999999999
EURUSD,2026-01-05 15:05:00,1.4,70.0,7604.999999999999
USDCAD,2026-01-05 15:05:00,-1.1,-55.00000000000001,7549.999999999999
AUDUSD,2026-01-05 15:05:00,1.4,70.0,7619.999999999999
BTCUSD,2026-01-05 16:40:00,-1.1,-55.00000000000001,7564.999999999999
BTCUSD,2026-01-05 16:50:00,-1.1,-55.00000000000001,7509.999999999999
SOLUSD,2026-01-05 16:50:00,-1.1,-55.00000000000001,7454.999999999999
USDJPY,2026-01-05 17:30:00,-1.1,-55.00000000000001,7399.999999999999
ETHUSD,2026-01-05 17:40:00,-1.1,-55.00000000000001,7344.999999999999
AUDUSD,2026-01-06 07:00:00,-1.1,-55.00000000000001,7289.999999999999
CADCHF,2026-01-06 07:55:00,-1.1,-55.00000000000001,7234.999999999999
AUDJPY,2026-01-06 08:15:00,1.4,70.0,7304.999999999999
ETHUSD,2026-01-06 08:40:00,1.4,70.0,7374.999999999999
CADCHF,2026-01-06 08:40:00,1.4,70.0,7444.999999999999
ETHUSD,2026-01-06 08:45:00,1.4,70.0,7514.999999999999
GBPUSD,2026-01-06 09:00:00,1.4,70.0,7584.999999999999
USDCAD,2026-01-06 09:00:00,1.4,70.0,7654.999999999999
SOLUSD,2026-01-06 09:20:00,1.4,70.0,7724.999999999999
USDJPY,2026-01-06 11:30:00,1.4,70.0,7794.999999999999
GBPJPY,2026-01-06 12:00:00,-1.1,-55.00000000000001,7739.999999999999
SOLUSD,2026-01-06 13:10:00,-1.1,-55.00000000000001,7684.999999999999
EURGBP,2026-01-06 13:20:00,-1.1,-55.00000000000001,7629.999999999999
USDCAD,2026-01-06 14:40:00,1.4,70.0,7699.999999999999
USDCAD,2026-01-06 14:45:00,1.4,70.0,7769.999999999999
EURGBP,2026-01-06 15:00:00,1.4,70.0,7839.999999999999
GBPUSD,2026-01-06 16:05:00,1.4,70.0,7909.999999999999
USDCAD,2026-01-06 16:05:00,1.4,70.0,7979.999999999999
ETHUSD,2026-01-06 16:10:00,-1.1,-55.00000000000001,7924.999999999999
SOLUSD,2026-01-06 16:10:00,-1.1,-55.00000000000001,7869.999999999999
ETHUSD,2026-01-06 16:15:00,-1.1,-55.00000000000001,7814.999999999999
SOLUSD,2026-01-06 16:15:00,1.4,70.0,7884.999999999999
BTCUSD,2026-01-06 16:20:00,1.4,70.0,7954.999999999999
ETHUSD,2026-01-06 16:20:00,1.4,70.0,8024.999999999999
SOLUSD,2026-01-06 16:20:00,1.4,70.0,8094.999999999999
AUDJPY,2026-01-06 16:40:00,-1.1,-55.00000000000001,8039.999999999999
AUDJPY,2026-01-07 06:05:00,1.4,70.0,8109.999999999999
EURJPY,2026-01-07 07:00:00,-1.1,-55.00000000000001,8054.999999999999
EURUSD,2026-01-07 08:25:00,-1.1,-55.00000000000001,7999.999999999999
CADCHF,2026-01-07 08:25:00,-1.1,-55.00000000000001,7944.999999999999
CADCHF,2026-01-07 08:35:00,1.4,70.0,8014.999999999999
EURUSD,2026-01-07 08:50:00,1.4,70.0,8084.999999999999
GBPUSD,2026-01-07 08:50:00,1.4,70.0,8154.999999999999
GBPCAD,2026-01-07 08:50:00,1.4,70.0,8225.0
AUDUSD,2026-01-07 09:20:00,-1.1,-55.00000000000001,8169.999999999999
EURUSD,2026-01-07 09:35:00,-1.1,-55.00000000000001,8114.999999999999
BTCUSD,2026-01-07 11:05:00,-1.1,-55.00000000000001,8059.999999999999
ETHUSD,2026-01-07 11:05:00,-1.1,-55.00000000000001,8004.999999999999
ETHUSD,2026-01-07 11:10:00,-1.1,-55.00000000000001,7949.999999999999
BTCUSD,2026-01-07 11:10:00,-1.1,-55.00000000000001,7894.999999999999
ETHUSD,2026-01-07 11:15:00,-1.1,-55.00000000000001,7839.999999999999
SOLUSD,2026-01-07 11:15:00,-1.1,-55.00000000000001,7784.999999999999
BTCUSD,2026-01-07 11:15:00,-1.1,-55.00000000000001,7729.999999999999
SOLUSD,2026-01-07 11:20:00,-1.1,-55.00000000000001,7674.999999999999
BTCUSD,2026-01-07 11:20:00,-1.1,-55.00000000000001,7619.999999999999
ETHUSD,2026-01-07 11:20:00,-1.1,-55.00000000000001,7564.999999999999
SOLUSD,2026-01-07 11:25:00,-1.1,-55.00000000000001,7509.999999999999
SOLUSD,2026-01-07 11:30:00,1.4,70.0,7579.999999999999
CADCHF,2026-01-07 12:55:00,-1.1,-55.00000000000001,7524.999999999999
CADCHF,2026-01-07 13:00:00,-1.1,-55.00000000000001,7469.999999999999
CADCHF,2026-01-07 13:05:00,-1.1,-55.00000000000001,7414.999999999999
BTCUSD,2026-01-07 13:05:00,1.4,70.0,7484.999999999999
GBPUSD,2026-01-07 14:25:00,1.4,70.0,7554.999999999999
GBPCAD,2026-01-07 15:10:00,-1.1,-55.00000000000001,7499.999999999999
USDJPY,2026-01-07 15:30:00,1.4,70.0,7569.999999999999
EURJPY,2026-01-07 15:30:00,1.4,70.0,7639.999999999999
CADCHF,2026-01-07 16:00:00,1.4,70.0,7709.999999999999
CADCHF,2026-01-07 16:05:00,1.4,70.0,7779.999999999999
AUDNZD,2026-01-07 16:15:00,1.4,70.0,7849.999999999999
USDJPY,2026-01-07 17:10:00,-1.1,-55.00000000000001,7794.999999999999
NZDUSD,2026-01-07 17:10:00,-1.1,-55.00000000000001,7739.999999999999
USDCAD,2026-01-07 17:15:00,-1.1,-55.00000000000001,7684.999999999999
NZDUSD,2026-01-07 17:15:00,-1.1,-55.00000000000001,7629.999999999999
USDCAD,2026-01-08 07:00:00,-1.1,-55.00000000000001,7574.999999999999
CADCHF,2026-01-08 07:00:00,-1.1,-55.00000000000001,7519.999999999999
EURGBP,2026-01-08 07:05:00,-1.1,-55.00000000000001,7464.999999999999
AUDJPY,2026-01-08 07:10:00,-1.1,-55.00000000000001,7409.999999999999
BTCUSD,2026-01-08 08:05:00,-1.1,-55.00000000000001,7354.999999999999
CADCHF,2026-01-08 08:10:00,1.4,70.0,7424.999999999999
USDJPY,2026-01-08 08:10:00,-1.1,-55.00000000000001,7369.999999999999
AUDJPY,2026-01-08 08:10:00,-1.1,-55.00000000000001,7314.999999999999
ETHUSD,2026-01-08 08:15:00,-1.1,-55.00000000000001,7259.999999999999
USDJPY,2026-01-08 08:15:00,1.4,70.0,7329.999999999999
NZDUSD,2026-01-08 08:15:00,-1.1,-55.00000000000001,7274.999999999999
AUDJPY,2026-01-08 08:15:00,1.4,70.0,7344.999999999999
BTCUSD,2026-01-08 08:15:00,-1.1,-55.00000000000001,7289.999999999999
NZDUSD,2026-01-08 08:20:00,-1.1,-55.00000000000001,7234.999999999999
AUDJPY,2026-01-08 08:20:00,1.4,70.0,7304.999999999999
ETHUSD,2026-01-08 08:20:00,-1.1,-55.00000000000001,7249.999999999999
GBPCAD,2026-01-08 08:20:00,1.4,70.0,7319.999999999999
NZDUSD,2026-01-08 08:25:00,1.4,70.0,7389.999999999999
GBPJPY,2026-01-08 09:55:00,1.4,70.0,7459.999999999999
GBPJPY,2026-01-08 10:00:00,1.4,70.0,7529.999999999999
GBPCAD,2026-01-08 10:05:00,-1.1,-55.00000000000001,7474.999999999999
NZDUSD,2026-01-08 10:45:00,-1.1,-55.00000000000001,7419.999999999999
EURGBP,2026-01-08 11:50:00,1.4,70.0,7489.999999999999
AUDUSD,2026-01-08 12:55:00,1.4,70.0,7559.999999999999
USDCAD,2026-01-08 12:55:00,-1.1,-55.00000000000001,7504.999999999999
AUDUSD,2026-01-08 13:00:00,1.4,70.0,7574.999999999999
ETHUSD,2026-01-08 14:05:00,-1.1,-55.00000000000001,7519.999999999999
EURUSD,2026-01-08 14:10:00,-1.1,-55.00000000000001,7464.999999999999
USDCAD,2026-01-08 14:55:00,-1.1,-55.00000000000001,7409.999999999999
AUDJPY,2026-01-08 15:40:00,1.4,70.0,7479.999999999999
USDJPY,2026-01-08 15:40:00,-1.1,-55.00000000000001,7424.999999999999
USDJPY,2026-01-08 15:45:00,-1.1,-55.00000000000001,7369.999999999999
USDJPY,2026-01-08 15:50:00,-1.1,-55.00000000000001,7314.999999999999
GBPUSD,2026-01-08 15:50:00,1.4,70.0,7384.999999999999
BTCUSD,2026-01-08 16:25:00,-1.1,-55.00000000000001,7329.999999999999
ETHUSD,2026-01-08 16:35:00,1.4,70.0,7399.999999999999
BTCUSD,2026-01-08 16:40:00,1.4,70.0,7469.999999999999
ETHUSD,2026-01-08 16:40:00,1.4,70.0,7539.999999999999
USDJPY,2026-01-08 17:50:00,-1.1,-55.00000000000001,7484.999999999999
USDJPY,2026-01-09 06:05:00,-1.1,-55.00000000000001,7429.999999999999
GBPUSD,2026-01-09 07:35:00,-1.1,-55.00000000000001,7374.999999999999
EURUSD,2026-01-09 07:35:00,-1.1,-55.00000000000001,7319.999999999999
SOLUSD,2026-01-09 08:45:00,1.4,70.0,7389.999999999999
EURUSD,2026-01-09 09:10:00,-1.1,-55.00000000000001,7334.999999999999
AUDUSD,2026-01-09 09:10:00,-1.1,-55.00000000000001,7279.999999999999
AUDUSD,2026-01-09 09:15:00,-1.1,-55.00000000000001,7224.999999999999
USDJPY,2026-01-09 09:35:00,-1.1,-55.00000000000001,7169.999999999999
BTCUSD,2026-01-09 09:55:00,-1.1,-55.00000000000001,7114.999999999999
BTCUSD,2026-01-09 10:00:00,1.4,70.0,7184.999999999999
SOLUSD,2026-01-09 10:00:00,-1.1,-55.00000000000001,7129.999999999999
ETHUSD,2026-01-09 10:00:00,-1.1,-55.00000000000001,7074.999999999999
ETHUSD,2026-01-09 10:40:00,-1.1,-55.00000000000001,7019.999999999999
BTCUSD,2026-01-09 10:45:00,1.4,70.0,7089.999999999999
ETHUSD,2026-01-09 10:45:00,1.4,70.0,7159.999999999999
ETHUSD,2026-01-09 10:50:00,1.4,70.0,7229.999999999999
BTCUSD,2026-01-09 10:50:00,1.4,70.0,7299.999999999999
AUDUSD,2026-01-09 13:30:00,1.4,70.0,7369.999999999999
GBPUSD,2026-01-09 14:55:00,-1.1,-55.00000000000001,7314.999999999999
GBPUSD,2026-01-09 15:10:00,-1.1,-55.00000000000001,7259.999999999999
EURJPY,2026-01-09 15:25:00,1.4,70.0,7329.999999999999
CADCHF,2026-01-09 15:25:00,1.4,70.0,7399.999999999999
GBPUSD,2026-01-09 15:30:00,1.4,70.0,7469.999999999999
AUDUSD,2026-01-09 15:35:00,-1.1,-55.00000000000001,7414.999999999999
GBPUSD,2026-01-09 15:40:00,1.4,70.0,7484.999999999999
AUDJPY,2026-01-09 15:40:00,1.4,70.0,7554.999999999999
AUDUSD,2026-01-09 15:40:00,1.4,70.0,7624.999999999999
USDJPY,2026-01-09 15:40:00,1.4,70.0,7694.999999999999
NZDUSD,2026-01-09 15:40:00,1.4,70.0,7764.999999999999
USDCAD,2026-01-09 17:05:00,1.4,70.0,7834.999999999999
NZDUSD,2026-01-09 17:05:00,1.4,70.0,7904.999999999999
AUDNZD,2026-01-09 17:20:00,1.4,70.0,7974.999999999999
BTCUSD,2026-01-09 17:25:00,1.4,70.0,8044.999999999999
BTCUSD,2026-01-09 17:30:00,1.4,70.0,8114.999999999999
SOLUSD,2026-01-10 07:35:00,-1.1,-55.00000000000001,8059.999999999999
SOLUSD,2026-01-10 13:00:00,1.4,70.0,8129.999999999999
BTCUSD,2026-01-10 13:00:00,1.4,70.0,8200.0
ETHUSD,2026-01-10 13:00:00,1.4,70.0,8270.0
ETHUSD,2026-01-10 13:05:00,1.4,70.0,8340.0
ETHUSD,2026-01-10 16:30:00,1.4,70.0,8410.0
BTCUSD,2026-01-11 06:55:00,-1.1,-55.00000000000001,8355.0
SOLUSD,2026-01-11 10:35:00,-1.1,-55.00000000000001,8300.0
SOLUSD,2026-01-11 10:40:00,1.4,70.0,8370.0
BTCUSD,2026-01-11 14:10:00,-1.1,-55.00000000000001,8315.0
BTCUSD,2026-01-11 14:15:00,-1.1,-55.00000000000001,8260.0
ETHUSD,2026-01-11 14:45:00,1.4,70.0,8330.0
BTCUSD,2026-01-11 14:45:00,1.4,70.0,8400.0
ETHUSD,2026-01-11 16:55:00,1.4,70.0,8470.0
SOLUSD,2026-01-11 16:55:00,1.4,70.0,8540.0
EURUSD,2026-01-12 07:15:00,-1.1,-55.00000000000001,8485.0
GBPUSD,2026-01-12 07:25:00,-1.1,-55.00000000000001,8430.0
EURUSD,2026-01-12 07:25:00,-1.1,-55.00000000000001,8375.0
GBPCAD,2026-01-12 07:25:00,-1.1,-55.00000000000001,8320.0
USDCAD,2026-01-12 07:30:00,-1.1,-55.00000000000001,8265.0
CADCHF,2026-01-12 07:30:00,-1.1,-55.00000000000001,8210.0
EURUSD,2026-01-12 07:30:00,-1.1,-55.00000000000001,8154.999999999999
BTCUSD,2026-01-12 08:25:00,-1.1,-55.00000000000001,8099.999999999999
BTCUSD,2026-01-12 08:30:00,-1.1,-55.00000000000001,8044.999999999999
SOLUSD,2026-01-12 08:35:00,-1.1,-55.00000000000001,7989.999999999999
BTCUSD,2026-01-12 08:35:00,-1.1,-55.00000000000001,7934.999999999999
USDCAD,2026-01-12 09:10:00,-1.1,-55.00000000000001,7879.999999999999
USDCAD,2026-01-12 09:20:00,-1.1,-55.00000000000001,7824.999999999999
ETHUSD,2026-01-12 09:50:00,-1.1,-55.00000000000001,7769.999999999999
SOLUSD,2026-01-12 10:35:00,-1.1,-55.00000000000001,7714.999999999999
BTCUSD,2026-01-12 10:35:00,-1.1,-55.00000000000001,7659.999999999999
BTCUSD,2026-01-12 10:40:00,-1.1,-55.00000000000001,7604.999999999999
SOLUSD,2026-01-12 10:40:00,-1.1,-55.00000000000001,7549.999999999999
EURGBP,2026-01-12 12:30:00,-1.1,-55.00000000000001,7494.999999999999
AUDUSD,2026-01-12 15:05:00,1.4,70.0,7564.999999999999
NZDUSD,2026-01-12 15:05:00,1.4,70.0,7634.999999999999
AUDUSD,2026-01-12 15:10:00,1.4,70.0,7704.999999999999
GBPJPY,2026-01-12 15:55:00,-1.1,-55.00000000000001,7649.999999999999
ETHUSD,2026-01-12 16:20:00,1.4,70.0,7719.999999999999
ETHUSD,2026-01-12 16:25:00,1.4,70.0,7789.999999999999
AUDJPY,2026-01-12 17:55:00,-1.1,-55.00000000000001,7734.999999999999
ETHUSD,2026-01-13 07:00:00,-1.1,-55.00000000000001,7679.999999999999
SOLUSD,2026-01-13 07:10:00,-1.1,-55.00000000000001,7624.999999999999
ETHUSD,2026-01-13 07:10:00,-1.1,-55.00000000000001,7569.999999999999
BTCUSD,2026-01-13 07:10:00,-1.1,-55.00000000000001,7514.999999999999
ETHUSD,2026-01-13 07:15:00,1.4,70.0,7584.999999999999
BTCUSD,2026-01-13 07:15:00,-1.1,-55.00000000000001,7529.999999999999
SOLUSD,2026-01-13 07:15:00,-1.1,-55.00000000000001,7474.999999999999
BTCUSD,2026-01-13 07:20:00,-1.1,-55.00000000000001,7419.999999999999
ETHUSD,2026-01-13 07:20:00,1.4,70.0,7489.999999999999
EURGBP,2026-01-13 08:05:00,1.4,70.0,7559.999999999999
EURUSD,2026-01-13 08:05:00,-1.1,-55.00000000000001,7504.999999999999
GBPUSD,2026-01-13 08:15:00,1.4,70.0,7574.999999999999
GBPCAD,2026-01-13 08:15:00,1.4,70.0,7644.999999999999
GBPUSD,2026-01-13 08:20:00,1.4,70.0,7714.999999999999
USDCAD,2026-01-13 08:30:00,-1.1,-55.00000000000001,7659.999999999999
AUDUSD,2026-01-13 08:35:00,-1.1,-55.00000000000001,7604.999999999999
EURJPY,2026-01-13 08:55:00,1.4,70.0,7674.999999999999
CADCHF,2026-01-13 10:05:00,1.4,70.0,7744.999999999999
AUDNZD,2026-01-13 10:25:00,-1.1,-55.00000000000001,7689.999999999999
ETHUSD,2026-01-13 11:00:00,1.4,70.0,7759.999999999999
GBPUSD,2026-01-13 11:00:00,1.4,70.0,7829.999999999999
BTCUSD,2026-01-13 11:00:00,-1.1,-55.00000000000001,7774.999999999999
GBPUSD,2026-01-13 14:35:00,-1.1,-55.00000000000001,7719.999999999999
GBPUSD,2026-01-13 14:40:00,-1.1,-55.00000000000001,7664.999999999999
EURUSD,2026-01-13 14:45:00,-1.1,-55.00000000000001,7609.999999999999
EURJPY,2026-01-13 14:45:00,-1.1,-55.00000000000001,7554.999999999999
GBPUSD,2026-01-13 14:45:00,-1.1,-55.00000000000001,7499.999999999999
GBPJPY,2026-01-13 14:45:00,-1.1,-55.00000000000001,7444.999999999999
EURJPY,2026-01-13 14:50:00,-1.1,-55.00000000000001,7389.999999999999
EURJPY,2026-01-13 14:55:00,-1.1,-55.00000000000001,7334.999999999999
EURJPY,2026-01-13 15:00:00,-1.1,-55.00000000000001,7279.999999999999
GBPCAD,2026-01-13 15:05:00,-1.1,-55.00000000000001,7224.999999999999
GBPJPY,2026-01-13 15:05:00,1.4,70.0,7294.999999999999
AUDJPY,2026-01-13 15:10:00,-1.1,-55.00000000000001,7239.999999999999
EURGBP,2026-01-13 15:25:00,-1.1,-55.00000000000001,7184.999999999999
GBPCAD,2026-01-13 15:25:00,1.4,70.0,7254.999999999999
AUDUSD,2026-01-13 15:30:00,1.4,70.0,7324.999999999999
ETHUSD,2026-01-13 15:30:00,1.4,70.0,7394.999999999999
USDJPY,2026-01-13 15:30:00,1.4,70.0,7464.999999999999
AUDJPY,2026-01-13 17:00:00,1.4,70.0,7534.999999999999
AUDUSD,2026-01-13 17:00:00,-1.1,-55.00000000000001,7479.999999999999
ETHUSD,2026-01-13 17:55:00,-1.1,-55.00000000000001,7424.999999999999
EURGBP,2026-01-14 07:55:00,-1.1,-55.00000000000001,7369.999999999999
EURGBP,2026-01-14 08:05:00,-1.1,-55.00000000000001,7314.999999999999
EURGBP,2026-01-14 08:15:00,1.4,70.0,7384.999999999999
EURGBP,2026-01-14 08:20:00,1.4,70.0,7454.999999999999
USDJPY,2026-01-14 08:55:00,-1.1,-55.00000000000001,7399.999999999999
GBPUSD,2026-01-14 09:00:00,1.4,70.0,7469.999999999999
GBPCAD,2026-01-14 09:00:00,1.4,70.0,7539.999999999999
AUDJPY,2026-01-14 10:00:00,-1.1,-55.00000000000001,7484.999999999999
AUDJPY,2026-01-14 10:05:00,-1.1,-55.00000000000001,7429.999999999999
USDCAD,2026-01-14 10:05:00,-1.1,-55.00000000000001,7374.999999999999
AUDUSD,2026-01-14 10:10:00,1.4,70.0,7444.999999999999
USDCAD,2026-01-14 10:10:00,-1.1,-55.00000000000001,7389.999999999999
AUDJPY,2026-01-14 10:10:00,-1.1,-55.00000000000001,7334.999999999999
USDCAD,2026-01-14 10:15:00,1.4,70.0,7404.999999999999
USDCAD,2026-01-14 10:20:00,1.4,70.0,7474.999999999999
EURJPY,2026-01-14 10:20:00,-1.1,-55.00000000000001,7419.999999999999
GBPCAD,2026-01-14 10:25:00,-1.1,-55.00000000000001,7364.999999999999
EURJPY,2026-01-14 10:25:00,-1.1,-55.00000000000001,7309.999999999999
EURJPY,2026-01-14 10:30:00,-1.1,-55.00000000000001,7254.999999999999
GBPJPY,2026-01-14 10:30:00,-1.1,-55.00000000000001,7199.999999999999
CADCHF,2026-01-14 10:40:00,1.4,70.0,7269.999999999999
SOLUSD,2026-01-14 11:10:00,1.4,70.0,7339.999999999999
ETHUSD,2026-01-14 12:20:00,-1.1,-55.00000000000001,7284.999999999999
CADCHF,2026-01-14 12:25:00,-1.1,-55.00000000000001,7229.999999999999
AUDJPY,2026-01-14 12:40:00,-1.1,-55.00000000000001,7174.999999999999
GBPJPY,2026-01-14 12:40:00,-1.1,-55.00000000000001,7119.999999999999
AUDNZD,2026-01-14 12:40:00,-1.1,-55.00000000000001,7064.999999999999
EURGBP,2026-01-14 12:40:00,-1.1,-55.00000000000001,7009.999999999999
AUDNZD,2026-01-14 12:45:00,-1.1,-55.00000000000001,6954.999999999999
EURJPY,2026-01-14 14:00:00,-1.1,-55.00000000000001,6899.999999999999
GBPJPY,2026-01-14 14:00:00,-1.1,-55.00000000000001,6844.999999999999
AUDJPY,2026-01-14 14:00:00,-1.1,-55.00000000000001,6789.999999999999
EURGBP,2026-01-14 14:55:00,1.4,70.0,6859.999999999999
EURUSD,2026-01-14 14:55:00,1.4,70.0,6929.999999999999
AUDNZD,2026-01-14 15:25:00,-1.1,-55.00000000000001,6874.999999999999
GBPJPY,2026-01-14 16:05:00,-1.1,-55.00000000000001,6819.999999999999
EURJPY,2026-01-14 16:05:00,-1.1,-55.00000000000001,6764.999999999999
EURJPY,2026-01-14 16:10:00,-1.1,-55.00000000000001,6709.999999999999
BTCUSD,2026-01-14 16:10:00,-1.1,-55.00000000000001,6654.999999999999
USDJPY,2026-01-14 16:15:00,1.4,70.0,6724.999999999999
BTCUSD,2026-01-14 16:15:00,-1.1,-55.00000000000001,6669.999999999999
GBPJPY,2026-01-14 16:15:00,-1.1,-55.00000000000001,6614.999999999999
SOLUSD,2026-01-14 16:20:00,-1.1,-55.00000000000001,6559.999999999999
ETHUSD,2026-01-14 16:20:00,-1.1,-55.00000000000001,6504.999999999999
BTCUSD,2026-01-14 16:20:00,-1.1,-55.00000000000001,6449.999999999999
GBPCAD,2026-01-14 16:40:00,1.4,70.0,6519.999999999999
CADCHF,2026-01-14 16:40:00,-1.1,-55.00000000000001,6464.999999999999
ETHUSD,2026-01-14 16:45:00,-1.1,-55.00000000000001,6409.999999999999
BTCUSD,2026-01-14 16:45:00,-1.1,-55.00000000000001,6354.999999999999
BTCUSD,2026-01-14 16:50:00,-1.1,-55.00000000000001,6299.999999999999
ETHUSD,2026-01-14 16:50:00,-1.1,-55.00000000000001,6244.999999999999
EURGBP,2026-01-15 07:40:00,1.4,70.0,6314.999999999999
GBPCAD,2026-01-15 07:45:00,1.4,70.0,6384.999999999999
AUDUSD,2026-01-15 08:05:00,-1.1,-55.00000000000001,6329.999999999999
AUDJPY,2026-01-15 08:15:00,-1.1,-55.00000000000001,6274.999999999999
EURGBP,2026-01-15 09:00:00,-1.1,-55.00000000000001,6219.999999999999
GBPCAD,2026-01-15 09:00:00,-1.1,-55.00000000000001,6164.999999999999
GBPCAD,2026-01-15 09:05:00,-1.1,-55.00000000000001,6109.999999999999
EURGBP,2026-01-15 09:05:00,-1.1,-55.00000000000001,6054.999999999999
GBPCAD,2026-01-15 10:30:00,1.4,70.0,6124.999999999999
NZDUSD,2026-01-15 10:35:00,-1.1,-55.00000000000001,6069.999999999999
GBPCAD,2026-01-15 10:35:00,1.4,70.0,6139.999999999999
