time,pnl_r,type,symbol,regime,dollar_pnl,balance,dd
2025-12-09 09:05:00,-1.0,SNIPER,USDCAD,UNKNOWN,-48.5,6777.875,-40.149892933618844
2025-12-09 09:35:00,-1.0,SNIPER,CADCHF,UNKNOWN,-48.5,6729.375,-40.57815845824411
2025-12-09 09:35:00,1.5,SNIPER,AUDNZD,UNKNOWN,72.75,6802.125,-39.935760171306214
2025-12-09 09:45:00,-1.0,SNIPER,NZDUSD,UNKNOWN,-48.5,6753.625,-40.364025695931474
2025-12-09 10:15:00,-1.0,SNIPER,AUDUSD,UNKNOWN,-48.5,6705.125,-40.79229122055675
2025-12-09 10:20:00,1.5,SNIPER,EURUSD,UNKNOWN,72.75,6777.875,-40.149892933618844
2025-12-09 11:00:00,1.5,SNIPER,USDJPY,UNKNOWN,72.75,6850.625,-39.50749464668094
2025-12-09 11:00:00,1.5,SNIPER,EURJPY,UNKNOWN,72.75,6923.375,-38.86509635974304
2025-12-09 11:10:00,1.5,SNIPER,AUDJPY,UNKNOWN,72.75,6996.125,-38.22269807280514
2025-12-09 11:10:00,1.5,SNIPER,GBPJPY,UNKNOWN,72.75,7068.875,-37.58029978586724
2025-12-09 11:20:00,1.5,SNIPER,GBPCAD,UNKNOWN,72.75,7141.625,-36.937901498929335
2025-12-09 11:35:00,1.5,SNIPER,EURGBP,UNKNOWN,72.75,7214.375,-36.29550321199144
2025-12-09 11:35:00,1.5,SNIPER,GBPUSD,UNKNOWN,72.75,7287.125,-35.65310492505353
2025-12-09 12:10:00,-1.0,SNIPER,AUDNZD,UNKNOWN,-48.5,7238.625,-36.0813704496788
2025-12-09 12:10:00,1.5,SNIPER,NZDUSD,UNKNOWN,72.75,7311.375,-35.4389721627409
2025-12-09 12:30:00,1.5,SNIPER,USDCAD,UNKNOWN,72.75,7384.125,-34.796573875803
2025-12-09 13:30:00,-1.0,SNIPER,GBPCAD,UNKNOWN,-48.5,7335.625,-35.224839400428266
2025-12-09 13:30:00,-1.0,SNIPER,GBPJPY,UNKNOWN,-48.5,7287.125,-35.65310492505353
2025-12-09 13:30:00,-1.0,SNIPER,EURUSD,UNKNOWN,-48.5,7238.625,-36.0813704496788
2025-12-09 13:40:00,1.5,SNIPER,GBPUSD,UNKNOWN,72.75,7311.375,-35.4389721627409
2025-12-09 13:40:00,-1.0,SNIPER,EURGBP,UNKNOWN,-48.5,7262.875,-35.86723768736616
2025-12-09 13:40:00,-1.0,SNIPER,CADCHF,UNKNOWN,-48.5,7214.375,-36.29550321199144
2025-12-09 13:40:00,1.5,SNIPER,EURJPY,UNKNOWN,72.75,7287.125,-35.65310492505353
2025-12-09 13:45:00,1.5,SNIPER,AUDJPY,UNKNOWN,72.75,7359.875,-35.01070663811563
2025-12-09 13:50:00,-1.0,SNIPER,AUDUSD,UNKNOWN,-48.5,7311.375,-35.4389721627409
2025-12-09 14:50:00,-1.0,SNIPER,USDCAD,UNKNOWN,-48.5,7262.875,-35.86723768736616
2025-12-09 14:50:00,-1.0,SNIPER,NZDUSD,UNKNOWN,-48.5,7214.375,-36.29550321199144
2025-12-09 15:05:00,-1.0,SNIPER,AUDNZD,UNKNOWN,-48.5,7165.875,-36.723768736616705
2025-12-09 15:35:00,-1.0,SNIPER,GBPJPY,UNKNOWN,-48.5,7117.375,-37.152034261241965
2025-12-09 15:45:00,-1.0,SNIPER,USDJPY,UNKNOWN,-48.5,7068.875,-37.58029978586724
2025-12-09 15:50:00,-1.0,SNIPER,EURJPY,UNKNOWN,-48.5,7020.375,-38.0085653104925
2025-12-09 15:55:00,-1.0,SNIPER,AUDJPY,UNKNOWN,-48.5,6971.875,-38.436830835117775
2025-12-09 16:45:00,-1.0,SNIPER,EURGBP,UNKNOWN,-48.5,6923.375,-38.86509635974304
2025-12-09 16:55:00,-1.0,SNIPER,GBPUSD,UNKNOWN,-48.5,6874.875,-39.29336188436831
2025-12-09 17:00:00,-1.0,SNIPER,USDCAD,UNKNOWN,-48.5,6826.375,-39.72162740899358
2025-12-09 17:05:00,-1.0,SNIPER,AUDUSD,UNKNOWN,-48.5,6777.875,-40.149892933618844
2025-12-09 17:20:00,-1.0,SNIPER,EURUSD,UNKNOWN,-48.5,6729.375,-40.57815845824411
2025-12-09 17:20:00,-1.0,SNIPER,AUDNZD,UNKNOWN,-48.5,6680.875,-41.00642398286938
2025-12-09 17:25:00,1.5,SNIPER,CADCHF,UNKNOWN,72.75,6753.625,-40.364025695931474
2025-12-09 17:30:00,-1.0,SNIPER,GBPCAD,UNKNOWN,-48.5,6705.125,-40.79229122055675
2025-12-10 06:00:00,1.5,SNIPER,EURJPY,UNKNOWN,72.75,6777.875,-40.149892933618844
