symbol,time,pnl_r,dollar_pnl,balance
EURUSD,2026-01-07 08:50:00,2.4,120.0,7904.999999999999
GBPCAD,2026-01-07 08:50:00,2.4,120.0,8024.999999999999
AUDUSD,2026-01-07 09:20:00,-1.1,-55.00000000000001,7969.999999999999
EURUSD,2026-01-07 09:35:00,-1.1,-55.00000000000001,7914.999999999999
BTCUSD,2026-01-07 11:05:00,-1.1,-55.00000000000001,7859.999999999999
ETHUSD,2026-01-07 11:05:00,-1.1,-55.00000000000001,7804.999999999999
ETHUSD,2026-01-07 11:10:00,-1.1,-55.00000000000001,7749.999999999999
BTCUSD,2026-01-07 11:10:00,-1.1,-55.00000000000001,7694.999999999999
ETHUSD,2026-01-07 11:15:00,-1.1,-55.00000000000001,7639.999999999999
BTCUSD,2026-01-07 11:15:00,-1.1,-55.00000000000001,7584.999999999999
SOLUSD,2026-01-07 11:15:00,-1.1,-55.00000000000001,7529.999999999999
BTCUSD,2026-01-07 11:20:00,-1.1,-55.00000000000001,7474.999999999999
SOLUSD,2026-01-07 11:20:00,-1.1,-55.00000000000001,7419.999999999999
ETHUSD,2026-01-07 11:20:00,-1.1,-55.00000000000001,7364.999999999999
SOLUSD,2026-01-07 11:25:00,-1.1,-55.00000000000001,7309.999999999999
SOLUSD,2026-01-07 11:30:00,-1.1,-55.00000000000001,7254.999999999999
CADCHF,2026-01-07 12:55:00,-1.1,-55.00000000000001,7199.999999999999
CADCHF,2026-01-07 13:00:00,-1.1,-55.00000000000001,7144.999999999999
BTCUSD,2026-01-07 13:05:00,2.4,120.0,7264.999999999999
CADCHF,2026-01-07 13:05:00,-1.1,-55.00000000000001,7209.999999999999
GBPUSD,2026-01-07 14:25:00,-1.1,-55.00000000000001,7154.999999999999
GBPCAD,2026-01-07 15:10:00,-1.1,-55.00000000000001,7099.999999999999
USDJPY,2026-01-07 15:30:00,2.4,120.0,7219.999999999999
EURJPY,2026-01-07 15:30:00,2.4,120.0,7339.999999999999
CADCHF,2026-01-07 16:00:00,2.4,120.0,7459.999999999999
CADCHF,2026-01-07 16:05:00,2.4,120.0,7579.999999999999
AUDNZD,2026-01-07 16:15:00,2.4,120.0,7699.999999999999
NZDUSD,2026-01-07 17:10:00,-1.1,-55.00000000000001,7644.999999999999
USDJPY,2026-01-07 17:10:00,-1.1,-55.00000000000001,7589.999999999999
USDCAD,2026-01-07 17:15:00,-1.1,-55.00000000000001,7534.999999999999
NZDUSD,2026-01-07 17:15:00,-1.1,-55.00000000000001,7479.999999999999
USDCAD,2026-01-08 07:00:00,-1.1,-55.00000000000001,7424.999999999999
CADCHF,2026-01-08 07:00:00,-1.1,-55.00000000000001,7369.999999999999
EURGBP,2026-01-08 07:05:00,-1.1,-55.00000000000001,7314.999999999999
AUDJPY,2026-01-08 07:10:00,-1.1,-55.00000000000001,7259.999999999999
BTCUSD,2026-01-08 08:05:00,-1.1,-55.00000000000001,7204.999999999999
USDJPY,2026-01-08 08:10:00,-1.1,-55.00000000000001,7149.999999999999
AUDJPY,2026-01-08 08:10:00,-1.1,-55.00000000000001,7094.999999999999
CADCHF,2026-01-08 08:10:00,2.4,120.0,7214.999999999999
BTCUSD,2026-01-08 08:15:00,-1.1,-55.00000000000001,7159.999999999999
ETHUSD,2026-01-08 08:15:00,-1.1,-55.00000000000001,7104.999999999999
AUDJPY,2026-01-08 08:15:00,2.4,120.0,7224.999999999999
USDJPY,2026-01-08 08:15:00,-1.1,-55.00000000000001,7169.999999999999
NZDUSD,2026-01-08 08:15:00,-1.1,-55.00000000000001,7114.999999999999
GBPCAD,2026-01-08 08:20:00,2.4,120.0,7234.999999999999
NZDUSD,2026-01-08 08:20:00,-1.1,-55.00000000000001,7179.999999999999
ETHUSD,2026-01-08 08:20:00,-1.1,-55.00000000000001,7124.999999999999
AUDJPY,2026-01-08 08:20:00,2.4,120.0,7244.999999999999
NZDUSD,2026-01-08 08:25:00,-1.1,-55.00000000000001,7189.999999999999
GBPJPY,2026-01-08 09:55:00,2.4,120.0,7309.999999999999
GBPJPY,2026-01-08 10:00:00,2.4,120.0,7429.999999999999
GBPCAD,2026-01-08 10:05:00,-1.1,-55.00000000000001,7374.999999999999
NZDUSD,2026-01-08 10:45:00,-1.1,-55.00000000000001,7319.999999999999
EURGBP,2026-01-08 11:50:00,2.4,120.0,7439.999999999999
AUDUSD,2026-01-08 12:55:00,2.4,120.0,7559.999999999999
USDCAD,2026-01-08 12:55:00,-1.1,-55.00000000000001,7504.999999999999
AUDUSD,2026-01-08 13:00:00,2.4,120.0,7624.999999999999
ETHUSD,2026-01-08 14:05:00,-1.1,-55.00000000000001,7569.999999999999
EURUSD,2026-01-08 14:10:00,-1.1,-55.00000000000001,7514.999999999999
USDCAD,2026-01-08 14:55:00,-1.1,-55.00000000000001,7459.999999999999
AUDJPY,2026-01-08 15:40:00,-1.1,-55.00000000000001,7404.999999999999
USDJPY,2026-01-08 15:40:00,-1.1,-55.00000000000001,7349.999999999999
USDJPY,2026-01-08 15:45:00,-1.1,-55.00000000000001,7294.999999999999
USDJPY,2026-01-08 15:50:00,-1.1,-55.00000000000001,7239.999999999999
GBPUSD,2026-01-08 15:50:00,2.4,120.0,7359.999999999999
BTCUSD,2026-01-08 16:25:00,-1.1,-55.00000000000001,7304.999999999999
ETHUSD,2026-01-08 16:35:00,2.4,120.0,7424.999999999999
ETHUSD,2026-01-08 16:40:00,2.4,120.0,7544.999999999999
BTCUSD,2026-01-08 16:40:00,2.4,120.0,7664.999999999999
USDJPY,2026-01-08 17:50:00,-1.1,-55.00000000000001,7609.999999999999
USDJPY,2026-01-09 06:05:00,-1.1,-55.00000000000001,7554.999999999999
EURUSD,2026-01-09 07:35:00,-1.1,-55.00000000000001,7499.999999999999
GBPUSD,2026-01-09 07:35:00,-1.1,-55.00000000000001,7444.999999999999
SOLUSD,2026-01-09 08:45:00,2.4,120.0,7564.999999999999
EURUSD,2026-01-09 09:10:00,-1.1,-55.00000000000001,7509.999999999999
AUDUSD,2026-01-09 09:10:00,-1.1,-55.00000000000001,7454.999999999999
AUDUSD,2026-01-09 09:15:00,-1.1,-55.00000000000001,7399.999999999999
USDJPY,2026-01-09 09:35:00,-1.1,-55.00000000000001,7344.999999999999
BTCUSD,2026-01-09 09:55:00,-1.1,-55.00000000000001,7289.999999999999
ETHUSD,2026-01-09 10:00:00,-1.1,-55.00000000000001,7234.999999999999
BTCUSD,2026-01-09 10:00:00,-1.1,-55.00000000000001,7179.999999999999
SOLUSD,2026-01-09 10:00:00,-1.1,-55.00000000000001,7124.999999999999
ETHUSD,2026-01-09 10:40:00,-1.1,-55.00000000000001,7069.999999999999
ETHUSD,2026-01-09 10:45:00,2.4,120.0,7189.999999999999
BTCUSD,2026-01-09 10:45:00,2.4,120.0,7309.999999999999
ETHUSD,2026-01-09 10:50:00,2.4,120.0,7429.999999999999
BTCUSD,2026-01-09 10:50:00,2.4,120.0,7549.999999999999
AUDUSD,2026-01-09 13:30:00,2.4,120.0,7669.999999999999
GBPUSD,2026-01-09 14:55:00,-1.1,-55.00000000000001,7614.999999999999
GBPUSD,2026-01-09 15:10:00,-1.1,-55.00000000000001,7559.999999999999
CADCHF,2026-01-09 15:25:00,2.4,120.0,7679.999999999999
EURJPY,2026-01-09 15:25:00,2.4,120.0,7799.999999999999
GBPUSD,2026-01-09 15:30:00,2.4,120.0,7919.999999999999
AUDUSD,2026-01-09 15:35:00,-1.1,-55.00000000000001,7864.999999999999
USDJPY,2026-01-09 15:40:00,2.4,120.0,7984.999999999999
GBPUSD,2026-01-09 15:40:00,2.4,120.0,8104.999999999999
AUDUSD,2026-01-09 15:40:00,2.4,120.0,8225.0
NZDUSD,2026-01-09 15:40:00,2.4,120.0,8345.0
AUDJPY,2026-01-09 15:40:00,-1.1,-55.00000000000001,8290.0
USDCAD,2026-01-09 17:05:00,-1.1,-55.00000000000001,8235.0
NZDUSD,2026-01-09 17:05:00,2.4,120.0,8355.0
AUDNZD,2026-01-09 17:20:00,2.4,120.0,8475.0
BTCUSD,2026-01-09 17:25:00,2.4,120.0,8595.0
BTCUSD,2026-01-09 17:30:00,2.4,120.0,8715.0
SOLUSD,2026-01-10 07:35:00,-1.1,-55.00000000000001,8660.0
SOLUSD,2026-01-10 13:00:00,2.4,120.0,8780.0
BTCUSD,2026-01-10 13:00:00,2.4,120.0,8900.0
ETHUSD,2026-01-10 13:00:00,2.4,120.0,9020.0
ETHUSD,2026-01-10 13:05:00,-1.1,-55.00000000000001,8965.0
ETHUSD,2026-01-10 16:30:00,-1.1,-55.00000000000001,8910.0
BTCUSD,2026-01-11 06:55:00,-1.1,-55.00000000000001,8855.0
SOLUSD,2026-01-11 10:35:00,-1.1,-55.00000000000001,8800.0
SOLUSD,2026-01-11 10:40:00,-1.1,-55.00000000000001,8745.0
BTCUSD,2026-01-11 14:10:00,-1.1,-55.00000000000001,8690.0
BTCUSD,2026-01-11 14:15:00,-1.1,-55.00000000000001,8635.0
ETHUSD,2026-01-11 14:45:00,-1.1,-55.00000000000001,8580.0
BTCUSD,2026-01-11 14:45:00,-1.1,-55.00000000000001,8525.0
SOLUSD,2026-01-11 16:55:00,2.4,120.0,8645.0
ETHUSD,2026-01-11 16:55:00,-1.1,-55.00000000000001,8590.0
EURUSD,2026-01-12 07:15:00,-1.1,-55.00000000000001,8535.0
GBPUSD,2026-01-12 07:25:00,-1.1,-55.00000000000001,8480.0
GBPCAD,2026-01-12 07:25:00,-1.1,-55.00000000000001,8425.0
EURUSD,2026-01-12 07:25:00,-1.1,-55.00000000000001,8370.0
EURUSD,2026-01-12 07:30:00,-1.1,-55.00000000000001,8315.0
USDCAD,2026-01-12 07:30:00,-1.1,-55.00000000000001,8260.0
CADCHF,2026-01-12 07:30:00,-1.1,-55.00000000000001,8205.0
BTCUSD,2026-01-12 08:25:00,-1.1,-55.00000000000001,8149.999999999999
BTCUSD,2026-01-12 08:30:00,-1.1,-55.00000000000001,8094.999999999999
BTCUSD,2026-01-12 08:35:00,-1.1,-55.00000000000001,8039.999999999999
SOLUSD,2026-01-12 08:35:00,-1.1,-55.00000000000001,7984.999999999999
USDCAD,2026-01-12 09:10:00,-1.1,-55.00000000000001,7929.999999999999
USDCAD,2026-01-12 09:20:00,-1.1,-55.00000000000001,7874.999999999999
ETHUSD,2026-01-12 09:50:00,-1.1,-55.00000000000001,7819.999999999999
SOLUSD,2026-01-12 10:35:00,-1.1,-55.00000000000001,7764.999999999999
BTCUSD,2026-01-12 10:35:00,-1.1,-55.00000000000001,7709.999999999999
BTCUSD,2026-01-12 10:40:00,-1.1,-55.00000000000001,7654.999999999999
SOLUSD,2026-01-12 10:40:00,-1.1,-55.00000000000001,7599.999999999999
EURGBP,2026-01-12 12:30:00,-1.1,-55.00000000000001,7544.999999999999
NZDUSD,2026-01-12 15:05:00,2.4,120.0,7664.999999999999
AUDUSD,2026-01-12 15:05:00,2.4,120.0,7784.999999999999
AUDUSD,2026-01-12 15:10:00,2.4,120.0,7904.999999999999
GBPJPY,2026-01-12 15:55:00,-1.1,-55.00000000000001,7849.999999999999
ETHUSD,2026-01-12 16:20:00,2.4,120.0,7969.999999999999
ETHUSD,2026-01-12 16:25:00,2.4,120.0,8089.999999999999
AUDJPY,2026-01-12 17:55:00,-1.1,-55.00000000000001,8034.999999999999
ETHUSD,2026-01-13 07:00:00,-1.1,-55.00000000000001,7979.999999999999
BTCUSD,2026-01-13 07:10:00,-1.1,-55.00000000000001,7924.999999999999
ETHUSD,2026-01-13 07:10:00,-1.1,-55.00000000000001,7869.999999999999
SOLUSD,2026-01-13 07:10:00,-1.1,-55.00000000000001,7814.999999999999
ETHUSD,2026-01-13 07:15:00,2.4,120.0,7934.999999999999
BTCUSD,2026-01-13 07:15:00,-1.1,-55.00000000000001,7879.999999999999
SOLUSD,2026-01-13 07:15:00,-1.1,-55.00000000000001,7824.999999999999
ETHUSD,2026-01-13 07:20:00,2.4,120.0,7944.999999999999
BTCUSD,2026-01-13 07:20:00,-1.1,-55.00000000000001,7889.999999999999
EURGBP,2026-01-13 08:05:00,-1.1,-55.00000000000001,7834.999999999999
EURUSD,2026-01-13 08:05:00,-1.1,-55.00000000000001,7779.999999999999
GBPUSD,2026-01-13 08:15:00,2.4,120.0,7899.999999999999
GBPCAD,2026-01-13 08:15:00,2.4,120.0,8019.999999999999
GBPUSD,2026-01-13 08:20:00,2.4,120.0,8139.999999999999
USDCAD,2026-01-13 08:30:00,-1.1,-55.00000000000001,8084.999999999999
AUDUSD,2026-01-13 08:35:00,-1.1,-55.00000000000001,8029.999999999999
EURJPY,2026-01-13 08:55:00,2.4,120.0,8149.999999999999
CADCHF,2026-01-13 10:05:00,2.4,120.0,8270.0
AUDNZD,2026-01-13 10:25:00,-1.1,-55.00000000000001,8215.0
BTCUSD,2026-01-13 11:00:00,-1.1,-55.00000000000001,8159.999999999999
ETHUSD,2026-01-13 11:00:00,-1.1,-55.00000000000001,8104.999999999999
GBPUSD,2026-01-13 11:00:00,-1.1,-55.00000000000001,8049.999999999999
GBPUSD,2026-01-13 14:35:00,-1.1,-55.00000000000001,7994.999999999999
GBPUSD,2026-01-13 14:40:00,-1.1,-55.00000000000001,7939.999999999999
GBPJPY,2026-01-13 14:45:00,-1.1,-55.00000000000001,7884.999999999999
GBPUSD,2026-01-13 14:45:00,-1.1,-55.00000000000001,7829.999999999999
EURUSD,2026-01-13 14:45:00,-1.1,-55.00000000000001,7774.999999999999
EURJPY,2026-01-13 14:45:00,-1.1,-55.00000000000001,7719.999999999999
EURJPY,2026-01-13 14:50:00,-1.1,-55.00000000000001,7664.999999999999
EURJPY,2026-01-13 14:55:00,-1.1,-55.00000000000001,7609.999999999999
EURJPY,2026-01-13 15:00:00,-1.1,-55.00000000000001,7554.999999999999
GBPCAD,2026-01-13 15:05:00,-1.1,-55.00000000000001,7499.999999999999
GBPJPY,2026-01-13 15:05:00,-1.1,-55.00000000000001,7444.999999999999
AUDJPY,2026-01-13 15:10:00,-1.1,-55.00000000000001,7389.999999999999
GBPCAD,2026-01-13 15:25:00,2.4,120.0,7509.999999999999
EURGBP,2026-01-13 15:25:00,-1.1,-55.00000000000001,7454.999999999999
AUDUSD,2026-01-13 15:30:00,2.4,120.0,7574.999999999999
ETHUSD,2026-01-13 15:30:00,2.4,120.0,7694.999999999999
USDJPY,2026-01-13 15:30:00,2.4,120.0,7814.999999999999
AUDUSD,2026-01-13 17:00:00,-1.1,-55.00000000000001,7759.999999999999
AUDJPY,2026-01-13 17:00:00,-1.1,-55.00000000000001,7704.999999999999
ETHUSD,2026-01-13 17:55:00,-1.1,-55.00000000000001,7649.999999999999
EURGBP,2026-01-14 07:55:00,-1.1,-55.00000000000001,7594.999999999999
EURGBP,2026-01-14 08:05:00,-1.1,-55.00000000000001,7539.999999999999
EURGBP,2026-01-14 08:15:00,2.4,120.0,7659.999999999999
EURGBP,2026-01-14 08:20:00,2.4,120.0,7779.999999999999
USDJPY,2026-01-14 08:55:00,-1.1,-55.00000000000001,7724.999999999999
GBPCAD,2026-01-14 09:00:00,-1.1,-55.00000000000001,7669.999999999999
GBPUSD,2026-01-14 09:00:00,2.4,120.0,7789.999999999999
AUDJPY,2026-01-14 10:00:00,-1.1,-55.00000000000001,7734.999999999999
USDCAD,2026-01-14 10:05:00,-1.1,-55.00000000000001,7679.999999999999
AUDJPY,2026-01-14 10:05:00,-1.1,-55.00000000000001,7624.999999999999
USDCAD,2026-01-14 10:10:00,-1.1,-55.00000000000001,7569.999999999999
AUDUSD,2026-01-14 10:10:00,2.4,120.0,7689.999999999999
AUDJPY,2026-01-14 10:10:00,-1.1,-55.00000000000001,7634.999999999999
USDCAD,2026-01-14 10:15:00,2.4,120.0,7754.999999999999
USDCAD,2026-01-14 10:20:00,2.4,120.0,7874.999999999999
EURJPY,2026-01-14 10:20:00,-1.1,-55.00000000000001,7819.999999999999
EURJPY,2026-01-14 10:25:00,-1.1,-55.00000000000001,7764.999999999999
GBPCAD,2026-01-14 10:25:00,-1.1,-55.00000000000001,7709.999999999999
EURJPY,2026-01-14 10:30:00,-1.1,-55.00000000000001,7654.999999999999
GBPJPY,2026-01-14 10:30:00,-1.1,-55.00000000000001,7599.999999999999
CADCHF,2026-01-14 10:40:00,2.4,120.0,7719.999999999999
SOLUSD,2026-01-14 11:10:00,2.4,120.0,7839.999999999999
ETHUSD,2026-01-14 12:20:00,-1.1,-55.00000000000001,7784.999999999999
CADCHF,2026-01-14 12:25:00,-1.1,-55.00000000000001,7729.999999999999
EURGBP,2026-01-14 12:40:00,-1.1,-55.00000000000001,7674.999999999999
AUDNZD,2026-01-14 12:40:00,-1.1,-55.00000000000001,7619.999999999999
AUDJPY,2026-01-14 12:40:00,-1.1,-55.00000000000001,7564.999999999999
GBPJPY,2026-01-14 12:40:00,-1.1,-55.00000000000001,7509.999999999999
AUDNZD,2026-01-14 12:45:00,-1.1,-55.00000000000001,7454.999999999999
GBPJPY,2026-01-14 14:00:00,-1.1,-55.00000000000001,7399.999999999999
AUDJPY,2026-01-14 14:00:00,-1.1,-55.00000000000001,7344.999999999999
EURJPY,2026-01-14 14:00:00,-1.1,-55.00000000000001,7289.999999999999
EURGBP,2026-01-14 14:55:00,2.4,120.0,7409.999999999999
EURUSD,2026-01-14 14:55:00,2.4,120.0,7529.999999999999
AUDNZD,2026-01-14 15:25:00,-1.1,-55.00000000000001,7474.999999999999
GBPJPY,2026-01-14 16:05:00,-1.1,-55.00000000000001,7419.999999999999
EURJPY,2026-01-14 16:05:00,-1.1,-55.00000000000001,7364.999999999999
BTCUSD,2026-01-14 16:10:00,-1.1,-55.00000000000001,7309.999999999999
EURJPY,2026-01-14 16:10:00,-1.1,-55.00000000000001,7254.999999999999
GBPJPY,2026-01-14 16:15:00,-1.1,-55.00000000000001,7199.999999999999
USDJPY,2026-01-14 16:15:00,-1.1,-55.00000000000001,7144.999999999999
BTCUSD,2026-01-14 16:15:00,-1.1,-55.00000000000001,7089.999999999999
SOLUSD,2026-01-14 16:20:00,-1.1,-55.00000000000001,7034.999999999999
ETHUSD,2026-01-14 16:20:00,-1.1,-55.00000000000001,6979.999999999999
BTCUSD,2026-01-14 16:20:00,-1.1,-55.00000000000001,6924.999999999999
CADCHF,2026-01-14 16:40:00,-1.1,-55.00000000000001,6869.999999999999
GBPCAD,2026-01-14 16:40:00,2.4,120.0,6989.999999999999
BTCUSD,2026-01-14 16:45:00,-1.1,-55.00000000000001,6934.999999999999
ETHUSD,2026-01-14 16:45:00,-1.1,-55.00000000000001,6879.999999999999
ETHUSD,2026-01-14 16:50:00,-1.1,-55.00000000000001,6824.999999999999
BTCUSD,2026-01-14 16:50:00,-1.1,-55.00000000000001,6769.999999999999
EURGBP,2026-01-15 07:40:00,-1.1,-55.00000000000001,6714.999999999999
GBPCAD,2026-01-15 07:45:00,-1.1,-55.00000000000001,6659.999999999999
AUDUSD,2026-01-15 08:05:00,-1.1,-55.00000000000001,6604.999999999999
AUDJPY,2026-01-15 08:15:00,-1.1,-55.00000000000001,6549.999999999999
GBPCAD,2026-01-15 09:00:00,-1.1,-55.00000000000001,6494.999999999999
EURGBP,2026-01-15 09:00:00,-1.1,-55.00000000000001,6439.999999999999
EURGBP,2026-01-15 09:05:00,-1.1,-55.00000000000001,6384.999999999999
GBPCAD,2026-01-15 09:05:00,-1.1,-55.00000000000001,6329.999999999999
GBPCAD,2026-01-15 10:30:00,2.4,120.0,6449.999999999999
GBPCAD,2026-01-15 10:35:00,2.4,120.0,6569.999999999999
NZDUSD,2026-01-15 10:35:00,-1.1,-55.00000000000001,6514.999999999999
CADCHF,2026-01-15 11:30:00,-1.1,-55.00000000000001,6459.999999999999
SOLUSD,2026-01-15 11:35:00,2.4,120.0,6579.999999999999
ETHUSD,2026-01-15 11:35:00,-1.1,-55.00000000000001,6524.999999999999
BTCUSD,2026-01-15 11:35:00,-1.1,-55.00000000000001,6469.999999999999
SOLUSD,2026-01-15 11:40:00,2.4,120.0,6589.999999999999
ETHUSD,2026-01-15 11:40:00,2.4,120.0,6709.999999999999
CADCHF,2026-01-15 11:45:00,2.4,120.0,6829.999999999999
USDCAD,2026-01-15 12:40:00,-1.1,-55.00000000000001,6774.999999999999
CADCHF,2026-01-15 13:20:00,-1.1,-55.00000000000001,6719.999999999999
ETHUSD,2026-01-15 13:30:00,2.4,120.0,6839.999999999999
SOLUSD,2026-01-15 13:40:00,-1.1,-55.00000000000001,6784.999999999999
SOLUSD,2026-01-15 13:45:00,-1.1,-55.00000000000001,6729.999999999999
AUDUSD,2026-01-15 14:45:00,-1.1,-55.00000000000001,6674.999999999999
GBPJPY,2026-01-15 14:45:00,-1.1,-55.00000000000001,6619.999999999999
ETHUSD,2026-01-15 14:50:00,-1.1,-55.00000000000001,6564.999999999999
EURUSD,2026-01-15 14:55:00,-1.1,-55.00000000000001,6509.999999999999
EURUSD,2026-01-15 15:00:00,-1.1,-55.00000000000001,6454.999999999999
EURJPY,2026-01-15 15:20:00,-1.1,-55.00000000000001,6399.999999999999
CADCHF,2026-01-15 15:30:00,-1.1,-55.00000000000001,6344.999999999999
USDJPY,2026-01-15 15:35:00,-1.1,-55.00000000000001,6289.999999999999
NZDUSD,2026-01-15 15:35:00,-1.1,-55.00000000000001,6234.999999999999
EURUSD,2026-01-15 15:35:00,-1.1,-55.00000000000001,6179.999999999999
CADCHF,2026-01-15 16:40:00,-1.1,-55.00000000000001,6124.999999999999
AUDJPY,2026-01-15 17:05:00,-1.1,-55.00000000000001,6069.999999999999
EURGBP,2026-01-15 17:55:00,2.4,120.0,6189.999999999999
ETHUSD,2026-01-16 06:30:00,-1.1,-55.00000000000001,6134.999999999999
EURUSD,2026-01-16 07:10:00,-1.1,-55.00000000000001,6079.999999999999
SOLUSD,2026-01-16 07:45:00,-1.1,-55.00000000000001,6024.999999999999
USDJPY,2026-01-16 07:55:00,-1.1,-55.00000000000001,5969.999999999999
GBPJPY,2026-01-16 09:20:00,-1.1,-55.00000000000001,5914.999999999999
USDJPY,2026-01-16 09:20:00,-1.1,-55.00000000000001,5859.999999999999
EURJPY,2026-01-16 09:20:00,-1.1,-55.00000000000001,5804.999999999999
EURJPY,2026-01-16 09:25:00,-1.1,-55.00000000000001,5749.999999999999
AUDJPY,2026-01-16 09:25:00,-1.1,-55.00000000000001,5694.999999999999
GBPJPY,2026-01-16 09:25:00,-1.1,-55.00000000000001,5639.999999999999
USDJPY,2026-01-16 09:25:00,-1.1,-55.00000000000001,5584.999999999999
EURJPY,2026-01-16 09:40:00,-1.1,-55.00000000000001,5529.999999999999
GBPUSD,2026-01-16 09:40:00,-1.1,-55.00000000000001,5474.999999999999
USDJPY,2026-01-16 09:40:00,-1.1,-55.00000000000001,5419.999999999999
AUDNZD,2026-01-16 09:45:00,2.4,120.0,5539.999999999999
AUDNZD,2026-01-16 09:50:00,2.4,120.0,5659.999999999999
NZDUSD,2026-01-16 09:50:00,-1.1,-55.00000000000001,5604.999999999999
EURGBP,2026-01-16 10:00:00,-1.1,-55.00000000000001,5549.999999999999
GBPCAD,2026-01-16 11:35:00,-1.1,-55.00000000000001,5494.999999999999
GBPUSD,2026-01-16 11:35:00,-1.1,-55.00000000000001,5439.999999999999
EURGBP,2026-01-16 11:35:00,-1.1,-55.00000000000001,5384.999999999999
EURGBP,2026-01-16 11:40:00,2.4,120.0,5504.999999999999
AUDUSD,2026-01-16 12:40:00,2.4,120.0,5624.999999999999
EURGBP,2026-01-16 13:15:00,-1.1,-55.00000000000001,5569.999999999999
GBPUSD,2026-01-16 14:50:00,-1.1,-55.00000000000001,5514.999999999999
GBPCAD,2026-01-16 14:50:00,-1.1,-55.00000000000001,5459.999999999999
GBPCAD,2026-01-16 15:10:00,2.4,120.0,5579.999999999999
GBPJPY,2026-01-16 15:10:00,-1.1,-55.00000000000001,5524.999999999999
EURJPY,2026-01-16 15:10:00,-1.1,-55.00000000000001,5469.999999999999
AUDJPY,2026-01-16 15:15:00,-1.1,-55.00000000000001,5414.999999999999
GBPJPY,2026-01-16 15:15:00,2.4,120.0,5534.999999999999
EURJPY,2026-01-16 15:15:00,-1.1,-55.00000000000001,5479.999999999999
SOLUSD,2026-01-16 15:35:00,2.4,120.0,5599.999999999999
CADCHF,2026-01-16 15:35:00,-1.1,-55.00000000000001,5544.999999999999
AUDNZD,2026-01-16 15:40:00,-1.1,-55.00000000000001,5489.999999999999
NZDUSD,2026-01-16 16:35:00,-1.1,-55.00000000000001,5434.999999999999
GBPCAD,2026-01-16 17:15:00,2.4,120.0,5554.999999999999
GBPUSD,2026-01-16 17:20:00,-1.1,-55.00000000000001,5499.999999999999
GBPUSD,2026-01-16 17:25:00,-1.1,-55.00000000000001,5444.999999999999
GBPUSD,2026-01-16 17:35:00,-1.1,-55.00000000000001,5389.999999999999
EURUSD,2026-01-16 17:35:00,-1.1,-55.00000000000001,5334.999999999999
SOLUSD,2026-01-16 17:40:00,2.4,120.0,5454.999999999999
SOLUSD,2026-01-17 07:15:00,2.4,120.0,5574.999999999999
BTCUSD,2026-01-17 11:10:00,-1.1,-55.00000000000001,5519.999999999999
BTCUSD,2026-01-17 11:15:00,-1.1,-55.00000000000001,5464.999999999999
ETHUSD,2026-01-17 11:40:00,2.4,120.0,5584.999999999999
ETHUSD,2026-01-17 16:10:00,-1.1,-55.00000000000001,5529.999999999999
BTCUSD,2026-01-18 15:20:00,2.4,120.0,5649.999999999999
ETHUSD,2026-01-18 16:15:00,2.4,120.0,5769.999999999999
SOLUSD,2026-01-18 16:55:00,2.4,120.0,5889.999999999999
USDJPY,2026-01-19 07:05:00,2.4,120.0,6009.999999999999
AUDUSD,2026-01-19 07:20:00,-1.1,-55.00000000000001,5954.999999999999
AUDJPY,2026-01-19 07:25:00,-1.1,-55.00000000000001,5899.999999999999
GBPJPY,2026-01-19 07:35:00,-1.1,-55.00000000000001,5844.999999999999
AUDJPY,2026-01-19 07:35:00,2.4,120.0,5964.999999999999
AUDNZD,2026-01-19 09:05:00,2.4,120.0,6084.999999999999
EURUSD,2026-01-19 09:10:00,2.4,120.0,6204.999999999999
GBPUSD,2026-01-19 09:10:00,2.4,120.0,6324.999999999999
USDCAD,2026-01-19 09:10:00,2.4,120.0,6444.999999999999
BTCUSD,2026-01-19 09:50:00,-1.1,-55.00000000000001,6389.999999999999
ETHUSD,2026-01-19 10:20:00,-1.1,-55.00000000000001,6334.999999999999
BTCUSD,2026-01-19 10:20:00,-1.1,-55.00000000000001,6279.999999999999
SOLUSD,2026-01-19 10:20:00,-1.1,-55.00000000000001,6224.999999999999
ETHUSD,2026-01-19 13:20:00,-1.1,-55.00000000000001,6169.999999999999
BTCUSD,2026-01-19 13:35:00,2.4,120.0,6289.999999999999
SOLUSD,2026-01-19 13:35:00,2.4,120.0,6409.999999999999
CADCHF,2026-01-19 14:10:00,-1.1,-55.00000000000001,6354.999999999999
SOLUSD,2026-01-19 16:05:00,2.4,120.0,6474.999999999999
AUDJPY,2026-01-19 16:15:00,2.4,120.0,6594.999999999999
NZDUSD,2026-01-19 16:15:00,2.4,120.0,6714.999999999999
USDCAD,2026-01-19 16:50:00,-1.1,-55.00000000000001,6659.999999999999
USDCAD,2026-01-19 16:55:00,-1.1,-55.00000000000001,6604.999999999999
GBPCAD,2026-01-19 17:00:00,2.4,120.0,6724.999999999999
USDCAD,2026-01-19 17:00:00,2.4,120.0,6844.999999999999
GBPJPY,2026-01-19 17:25:00,-1.1,-55.00000000000001,6789.999999999999
EURGBP,2026-01-19 17:25:00,2.4,120.0,6909.999999999999
USDJPY,2026-01-19 17:25:00,-1.1,-55.00000000000001,6854.999999999999
USDJPY,2026-01-19 17:35:00,-1.1,-55.00000000000001,6799.999999999999
