symbol,time,type,pnl_r,regime,dollar_pnl,balance
EURGBP,2025-12-15 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9475.0
EURGBP,2025-12-16 07:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9440.0
EURGBP,2025-12-17 06:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9405.0
EURGBP,2025-12-18 06:35:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9370.0
EURGBP,2025-12-19 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9335.0
EURGBP,2025-12-22 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9300.0
EURGBP,2025-12-23 06:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9265.0
EURGBP,2025-12-24 06:05:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9230.0
EURGBP,2025-12-26 06:05:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9195.0
EURGBP,2025-12-29 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9160.0
EURGBP,2025-12-30 06:50:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9125.0
EURGBP,2025-12-31 07:55:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9090.0
EURGBP,2026-01-02 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9055.0
EURGBP,2026-01-05 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,9020.0
EURGBP,2026-01-06 06:40:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8985.0
EURGBP,2026-01-07 06:05:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8950.0
EURGBP,2026-01-08 06:15:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8915.0
EURGBP,2026-01-09 06:30:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8880.0
EURGBP,2026-01-12 07:00:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8845.0
EURGBP,2026-01-13 07:50:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8810.0
EURGBP,2026-01-14 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8775.0
EURGBP,2026-01-15 06:15:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8740.0
EURGBP,2026-01-16 06:35:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8705.0
EURGBP,2026-01-19 07:15:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8670.0
EURGBP,2026-01-20 07:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8635.0
EURGBP,2026-01-21 06:05:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8600.0
EURGBP,2026-01-22 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8565.0
EURGBP,2026-01-23 08:00:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8530.0
EURGBP,2026-01-26 06:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8495.0
EURGBP,2026-01-27 06:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8460.0
EURGBP,2026-01-28 06:15:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8425.0
EURGBP,2026-01-29 08:15:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8390.0
EURGBP,2026-01-30 07:30:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8355.0
EURGBP,2026-02-02 06:05:00,ANTITESIS,1.0499999999999998,CALM_RANGE,52.49999999999999,8407.5
EURGBP,2026-02-03 07:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8372.5
EURGBP,2026-02-04 09:00:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8337.5
EURGBP,2026-02-05 06:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8302.5
EURGBP,2026-02-06 06:40:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8267.5
EURGBP,2026-02-09 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8232.5
EURGBP,2026-02-10 06:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8197.5
EURGBP,2026-02-11 06:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8162.5
EURGBP,2026-02-12 06:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8127.5
EURGBP,2026-02-13 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8092.5
EURGBP,2026-02-16 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8057.5
EURGBP,2026-02-17 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,8022.5
EURGBP,2026-02-18 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7987.5
EURGBP,2026-02-19 07:55:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7952.5
EURGBP,2026-02-20 06:40:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7917.5
EURGBP,2026-02-23 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7882.5
EURGBP,2026-02-24 06:30:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7847.5
EURGBP,2026-02-25 08:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7812.5
EURGBP,2026-02-26 06:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7777.5
EURGBP,2026-02-27 07:50:00,ANTITESIS,1.0499999999999998,CALM_RANGE,52.49999999999999,7830.0
EURGBP,2026-03-02 06:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7795.0
EURGBP,2026-03-03 07:30:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7760.0
EURGBP,2026-03-04 06:05:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7725.0
EURGBP,2026-03-05 06:55:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7690.0
EURGBP,2026-03-06 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7655.0
EURGBP,2026-03-09 06:30:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7620.0
EURGBP,2026-03-10 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7585.0
EURGBP,2026-03-11 06:10:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7550.0
EURGBP,2026-03-12 07:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7515.0
EURGBP,2026-03-13 06:45:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7480.0
EURGBP,2026-03-16 06:15:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7445.0
EURGBP,2026-03-17 06:20:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7410.0
EURGBP,2026-03-18 07:50:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7375.0
EURGBP,2026-03-19 06:05:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7340.0
EURGBP,2026-03-20 06:30:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7305.0
EURGBP,2026-03-23 07:25:00,ANTITESIS,-0.7,CALM_RANGE,-35.0,7270.0
