symbol,direction,entry_time,entry_price,exit_time,exit_price,sl_pips,tp_pips,pnl_pips,result,rsi_h1,rsi_m15,rsi_m5,adx_h1,ema_confirm
EURUSD,SELL,2025-11-28 09:45:00,1.15833,2025-11-28 17:50:00,1.1598300000000001,15,30,-15.000000000000568,LOSS,33.68200836820307,47.41035856573779,39.34426229507944,22.37253490613978,True
EURUSD,BUY,2025-11-28 17:00:00,1.1585,2025-12-01 03:10:00,1.1615,15,30,29.999999999998916,WIN,63.79114642451814,70.61855670103314,68.00000000000385,31.288286091269466,True
EURUSD,BUY,2025-11-28 18:00:00,1.16008,2025-12-01 13:20:00,1.16308,15,30,29.999999999998916,WIN,57.71248688352477,71.12970711297228,70.87576374745444,32.09964674228033,True
EURUSD,BUY,2025-11-28 19:00:00,1.15973,2025-12-01 12:30:00,1.1627299999999998,15,30,29.999999999998916,WIN,58.1081081081078,65.6330749354004,50.14749262536641,32.90410469567507,True
EURUSD,BUY,2025-11-28 20:00:00,1.15996,2025-12-01 13:20:00,1.16296,15,30,29.999999999998916,WIN,56.26975763962064,67.57142857142817,47.844827586207025,33.71998643546505,True
EURUSD,BUY,2025-11-28 21:00:00,1.16018,2025-12-01 13:25:00,1.1631799999999999,15,30,29.999999999998916,WIN,57.08245243129025,60.192616372392195,50.70422535211209,34.049211070447924,True
EURUSD,BUY,2025-11-28 22:00:00,1.16012,2025-12-01 13:20:00,1.16312,15,30,29.999999999998916,WIN,59.8669623059873,50.4885993485338,55.55555555555556,34.20353788461443,True
EURUSD,BUY,2025-12-01 01:05:00,1.16043,2025-12-01 14:20:00,1.16343,15,30,29.999999999998916,WIN,69.77299880525592,55.46218487395171,57.85123966942217,31.40372547589296,True
EURUSD,BUY,2025-12-01 03:00:00,1.16052,2025-12-01 05:05:00,1.15902,15,30,-15.000000000000568,LOSS,76.19047619047619,64.28571428571428,68.58974358974697,32.22168671883796,True
EURUSD,BUY,2025-12-01 04:00:00,1.16042,2025-12-01 14:20:00,1.16342,15,30,29.999999999998916,WIN,67.9151061173522,57.714285714285204,48.43750000000032,32.291104908516175,True
EURUSD,SELL,2025-12-01 07:45:00,1.15972,2025-12-01 09:45:00,1.1612200000000001,15,30,-15.000000000000568,LOSS,38.990825688072924,37.31884057971198,53.7234042553184,30.811237533073616,True
EURUSD,BUY,2025-12-01 10:00:00,1.16063,2025-12-01 14:35:00,1.16363,15,30,29.999999999998916,WIN,61.99186991869868,68.76513317190822,73.7068965517253,30.80285370833317,True
EURUSD,BUY,2025-12-01 11:00:00,1.16161,2025-12-01 14:55:00,1.16461,15,30,29.999999999998916,WIN,67.42160278745622,70.29876977152782,64.18439716312494,31.575923135338464,True
EURUSD,BUY,2025-12-01 12:00:00,1.16235,2025-12-01 21:10:00,1.16085,15,30,-15.000000000000568,LOSS,72.17675941080167,79.0262172284623,72.46963562752545,32.50994852427346,True
EURUSD,BUY,2025-12-01 13:00:00,1.16276,2025-12-01 20:20:00,1.16126,15,30,-15.000000000000568,LOSS,77.54385964912387,65.46184738955634,58.6466165413527,34.37419814950274,True
EURUSD,BUY,2025-12-01 14:00:00,1.16292,2025-12-01 20:20:00,1.16142,15,30,-15.000000000000568,LOSS,83.48387096774245,75.32133676092468,52.84090909090772,37.0374240991689,True
EURUSD,BUY,2025-12-01 15:00:00,1.16513,2025-12-01 16:05:00,1.16363,15,30,-15.000000000000568,LOSS,78.55297157622768,72.81746031745931,90.25974025974705,38.80353370722422,True
EURUSD,BUY,2025-12-01 16:00:00,1.1639,2025-12-01 17:40:00,1.1623999999999999,15,30,-15.000000000000568,LOSS,65.95022624434421,62.04013377926262,41.587301587298114,37.58993891974892,True
EURUSD,BUY,2025-12-02 11:10:00,1.16133,2025-12-02 17:20:00,1.15983,15,30,-15.000000000000568,LOSS,58.57740585774222,57.08812260536362,45.83333333333333,28.88418290926295,True
EURUSD,BUY,2025-12-02 14:00:00,1.16119,2025-12-02 17:20:00,1.1596899999999999,15,30,-15.000000000000568,LOSS,64.17112299465546,46.38297872340429,71.24999999999687,29.35071398537533,True
EURUSD,BUY,2025-12-02 15:00:00,1.16163,2025-12-02 17:20:00,1.1601299999999999,15,30,-15.000000000000568,LOSS,63.1578947368458,53.846153846152745,64.95327102803655,30.804696393343125,True
EURUSD,BUY,2025-12-02 16:00:00,1.16177,2025-12-02 17:15:00,1.16027,15,30,-15.000000000000568,LOSS,65.80310880829205,73.3333333333353,47.23404255319209,32.49513270119063,True
EURUSD,BUY,2025-12-03 08:00:00,1.16429,2025-12-03 15:15:00,1.16729,15,30,29.999999999998916,WIN,96.30350194552693,73.68421052632604,60.00000000000634,25.074371745737682,True
EURUSD,BUY,2025-12-03 09:00:00,1.16463,2025-12-03 21:15:00,1.16763,15,30,29.999999999998916,WIN,91.26213592233194,73.64341085271698,64.05228758170608,29.40164841013462,True
EURUSD,BUY,2025-12-03 12:00:00,1.16482,2025-12-04 10:35:00,1.1678199999999999,15,30,29.999999999998916,WIN,91.68591224018617,63.013698630139764,67.28395061728827,40.202634901955925,True
EURUSD,BUY,2025-12-03 13:00:00,1.16571,2025-12-04 22:50:00,1.16421,15,30,-15.000000000000568,LOSS,95.29914529914751,71.20822622108312,70.45454545454507,44.536467501793496,True
EURUSD,BUY,2025-12-03 14:00:00,1.16669,2025-12-04 21:05:00,1.16519,15,30,-15.000000000000568,LOSS,91.02040816326522,82.24543080940389,66.27218934911849,49.73869518185632,True
EURUSD,BUY,2025-12-03 15:00:00,1.16649,2025-12-04 22:10:00,1.16499,15,30,-15.000000000000568,LOSS,90.63829787234036,74.75000000000114,52.50000000000208,53.78624934749562,True
EURUSD,BUY,2025-12-03 19:20:00,1.16627,2025-12-04 22:15:00,1.1647699999999999,15,30,-15.000000000000568,LOSS,78.79924953095566,40.192307692308084,46.012269938652565,62.280128191160806,True
EURUSD,BUY,2025-12-03 20:00:00,1.16725,2025-12-04 05:00:00,1.1657499999999998,15,30,-15.000000000000568,LOSS,78.8389513108605,64.0845070422526,86.39053254437948,64.99888678876817,True
EURUSD,BUY,2025-12-03 21:00:00,1.16738,2025-12-04 05:00:00,1.16588,15,30,-15.000000000000568,LOSS,78.55787476280827,76.48725212464451,61.70212765957628,63.91068820224883,True
EURUSD,BUY,2025-12-03 22:00:00,1.16714,2025-12-04 05:10:00,1.16564,15,30,-15.000000000000568,LOSS,69.01172529313148,66.88102893890817,46.762589928060315,60.60496828114349,True
EURUSD,BUY,2025-12-05 09:00:00,1.16594,2025-12-05 13:30:00,1.16444,15,30,-15.000000000000568,LOSS,57.70114942528584,84.32835820895338,53.33333333333512,29.447376046924738,True
EURUSD,BUY,2025-12-08 09:00:00,1.16631,2025-12-08 11:20:00,1.16481,15,30,-15.000000000000568,LOSS,66.05504587155906,76.84210526316035,60.69518716577274,22.615944073378905,True
EURUSD,SELL,2025-12-08 16:35:00,1.16478,2025-12-08 17:40:00,1.16178,15,30,29.999999999998916,WIN,38.97959183673528,56.050955414013636,42.58373205741444,29.348456023427975,True
EURUSD,SELL,2025-12-08 23:05:00,1.1637,2025-12-09 11:40:00,1.1652,15,30,-15.000000000000568,LOSS,33.95931142409849,62.53869969040274,41.772151898739516,30.36996218803551,True
EURUSD,BUY,2025-12-09 07:00:00,1.16463,2025-12-09 15:25:00,1.16313,15,30,-15.000000000000568,LOSS,76.16926503340909,60.92715231789014,58.000000000005336,24.311946274206445,True
EURUSD,BUY,2025-12-09 11:00:00,1.16447,2025-12-09 15:25:00,1.1629699999999998,15,30,-15.000000000000568,LOSS,63.63636363636278,46.70487106017301,57.30769230768725,27.63673015006711,True
EURUSD,BUY,2025-12-09 12:00:00,1.16528,2025-12-09 14:05:00,1.16378,15,30,-15.000000000000568,LOSS,56.156716417908804,54.23728813559413,70.05347593582684,25.832327839943883,True
EURUSD,SELL,2025-12-10 03:25:00,1.16245,2025-12-10 09:20:00,1.16395,15,30,-15.000000000000568,LOSS,33.2203389830501,47.94520547945414,47.42268041236665,37.7388551955371,True
EURUSD,SELL,2025-12-10 04:45:00,1.16249,2025-12-10 09:30:00,1.16399,15,30,-15.000000000000568,LOSS,36.891385767787746,55.263157894736224,48.06201550387984,40.59382147376374,True
EURUSD,SELL,2025-12-10 05:50:00,1.16242,2025-12-10 09:15:00,1.16392,15,30,-15.000000000000568,LOSS,42.5612052730683,45.327102803739386,46.428571428572,43.469870156264776,True
EURUSD,BUY,2025-12-10 09:00:00,1.16354,2025-12-10 21:00:00,1.16654,15,30,29.999999999998916,WIN,80.30303030303345,89.1304347826031,69.67213114754247,41.07582639669215,True
EURUSD,BUY,2025-12-10 10:00:00,1.16455,2025-12-10 12:40:00,1.16305,15,30,-15.000000000000568,LOSS,82.23234624146062,83.65758754863592,72.03065134099398,42.237041319282845,True
EURUSD,BUY,2025-12-10 11:00:00,1.16517,2025-12-10 11:20:00,1.16367,15,30,-15.000000000000568,LOSS,57.0397111913362,65.54809843400382,63.81322957198323,41.52578652033378,True
EURUSD,BUY,2025-12-10 16:00:00,1.16392,2025-12-10 21:00:00,1.16692,15,30,29.999999999998916,WIN,64.77663230240708,64.70588235294117,49.81132075471995,31.737770381038473,True
EURUSD,BUY,2025-12-10 17:00:00,1.1649,2025-12-10 21:35:00,1.1679,15,30,29.999999999998916,WIN,66.14035087719085,66.09195402298899,70.14388489208808,30.03556349299215,True
EURUSD,BUY,2025-12-10 18:10:00,1.1645,2025-12-10 21:10:00,1.1675,15,30,29.999999999998916,WIN,70.26194144838144,55.29411764705944,43.13186813186989,28.588457704568718,True
EURUSD,BUY,2025-12-10 19:00:00,1.16474,2025-12-10 21:35:00,1.16774,15,30,29.999999999998916,WIN,72.7015558698711,68.92523364485902,68.16720257235009,28.2701960626137,True
EURUSD,BUY,2025-12-10 20:00:00,1.16589,2025-12-10 21:00:00,1.16439,15,30,-15.000000000000568,LOSS,68.15114709851518,75.18987341772136,80.71065989847722,28.344956066011555,True
EURUSD,BUY,2025-12-10 21:00:00,1.1669,2025-12-10 21:40:00,1.1654,15,30,-15.000000000000568,LOSS,75.39103232533797,82.71334792122776,65.5063291139235,30.059579105309805,True
EURUSD,BUY,2025-12-10 22:00:00,1.16879,2025-12-11 13:30:00,1.1717899999999999,15,30,29.999999999998916,WIN,77.79868297271815,76.36003956478804,65.3333333333337,32.421794368031264,True
EURUSD,BUY,2025-12-10 23:00:00,1.16929,2025-12-11 15:30:00,1.1722899999999998,15,30,29.999999999998916,WIN,73.77919320594393,67.58080313418237,70.20933977455783,32.37584885106016,True
EURUSD,BUY,2025-12-11 00:05:00,1.16882,2025-12-11 14:25:00,1.1718199999999999,15,30,29.999999999998916,WIN,72.79735682819296,65.95330739299575,31.12244897959242,29.429547941322785,True
EURUSD,BUY,2025-12-11 01:00:00,1.16969,2025-12-11 15:40:00,1.1726899999999998,15,30,29.999999999998916,WIN,89.41605839415921,80.05215123859168,67.40331491712794,29.740016059699883,True
EURUSD,BUY,2025-12-11 02:00:00,1.17028,2025-12-11 06:20:00,1.16878,15,30,-15.000000000000568,LOSS,91.71817058096244,69.12280701754138,90.54054054053952,32.54157718410597,True
EURUSD,BUY,2025-12-11 03:00:00,1.1707,2025-12-11 05:20:00,1.1692,15,30,-15.000000000000568,LOSS,91.42857142857056,73.48242811501171,65.66265060241199,35.227285889180465,True
EURUSD,BUY,2025-12-11 04:00:00,1.17058,2025-12-11 05:25:00,1.16908,15,30,-15.000000000000568,LOSS,82.44365361802988,66.08996539791768,62.05128205128194,36.11922665453859,True
EURUSD,BUY,2025-12-11 09:00:00,1.16898,2025-12-11 15:25:00,1.1719799999999998,15,30,29.999999999998916,WIN,71.89460476787941,47.30769230769641,59.15492957746237,37.29836656023656,True
EURUSD,BUY,2025-12-11 10:00:00,1.16966,2025-12-11 15:40:00,1.1726599999999998,15,30,29.999999999998916,WIN,77.08860759493628,66.74816625916561,70.25862068965303,36.40681561062077,True
EURUSD,BUY,2025-12-11 11:00:00,1.16957,2025-12-11 15:30:00,1.17257,15,30,29.999999999998916,WIN,69.83333333333299,51.77165354330769,51.19047619047744,35.280902048169864,True
EURUSD,BUY,2025-12-11 12:00:00,1.17005,2025-12-11 15:45:00,1.17305,15,30,29.999999999998916,WIN,63.21138211381958,64.97373029772254,46.22356495468478,32.47737423651299,True
EURUSD,BUY,2025-12-11 13:00:00,1.1711,2025-12-11 16:15:00,1.1741,15,30,29.999999999998916,WIN,68.51851851851829,61.22448979591806,74.38423645320073,31.101517013488365,True
EURUSD,BUY,2025-12-11 14:00:00,1.17108,2025-12-11 16:05:00,1.1740799999999998,15,30,29.999999999998916,WIN,70.07042253521134,62.380038387716205,61.64874551970969,31.76596613596892,True
EURUSD,BUY,2025-12-11 15:00:00,1.17165,2025-12-11 16:20:00,1.17465,15,30,29.999999999998916,WIN,73.27044025157238,74.93112947658051,54.85436893203789,31.834429619301456,True
EURUSD,BUY,2025-12-11 16:00:00,1.17362,2025-12-12 14:40:00,1.17212,15,30,-15.000000000000568,LOSS,75.57471264367793,87.62278978388805,76.55502392344302,31.467651350561034,True
EURUSD,BUY,2025-12-11 17:00:00,1.17355,2025-12-12 14:40:00,1.17205,15,30,-15.000000000000568,LOSS,80.90909090908978,78.81508078994402,51.05820105820227,31.26578106564517,True
EURUSD,BUY,2025-12-11 18:00:00,1.17581,2025-12-11 21:50:00,1.17431,15,30,-15.000000000000568,LOSS,87.90123456790147,84.70394736841966,83.88157894737085,32.77094427476755,True
EURUSD,BUY,2025-12-11 19:00:00,1.17578,2025-12-11 21:55:00,1.17428,15,30,-15.000000000000568,LOSS,91.39922978176952,71.98275862069056,55.759162303664965,34.63617911113584,True
EURUSD,BUY,2025-12-11 20:00:00,1.17545,2025-12-11 22:00:00,1.17395,15,30,-15.000000000000568,LOSS,90.126582278481,60.90909090909117,47.983870967742185,37.7657429218783,True
EURUSD,BUY,2025-12-12 02:00:00,1.17427,2025-12-12 11:00:00,1.1727699999999999,15,30,-15.000000000000568,LOSS,73.52112676056313,50.0,65.27777777778357,51.998363721124896,True
EURUSD,BUY,2025-12-12 03:15:00,1.17436,2025-12-12 10:55:00,1.17286,15,30,-15.000000000000568,LOSS,65.58073654390857,51.21951219512328,45.652173913047676,53.77826721457694,True
EURUSD,SELL,2025-12-12 10:35:00,1.17366,2025-12-15 14:10:00,1.17516,15,30,-15.000000000000568,LOSS,23.206751054856042,55.04201680672249,46.59090909090694,38.88693815896753,True
EURUSD,BUY,2025-12-16 02:00:00,1.17566,2025-12-16 15:30:00,1.1786599999999998,15,30,29.999999999998916,WIN,55.03649635036519,71.7391304347777,68.4931506849336,22.107610848060933,True
EURUSD,BUY,2025-12-16 15:00:00,1.17771,2025-12-16 15:40:00,1.17621,15,30,-15.000000000000568,LOSS,74.77678571428672,69.69696969697105,78.35051546391878,23.158528317654717,True
EURUSD,BUY,2025-12-16 16:00:00,1.17741,2025-12-16 17:00:00,1.18041,15,30,29.999999999998916,WIN,88.49693251533975,64.09335727109416,53.182461103253864,26.45387345590014,True
EURUSD,BUY,2025-12-16 17:00:00,1.17977,2025-12-16 17:15:00,1.17827,15,30,-15.000000000000568,LOSS,59.827213822893995,67.14116251482761,81.5950920245413,30.545471971959152,True
EURUSD,BUY,2025-12-16 19:25:00,1.17736,2025-12-16 20:00:00,1.17586,15,30,-15.000000000000568,LOSS,56.56455142232018,57.24217844727649,48.28431372549006,36.417814018944554,True
EURUSD,SELL,2025-12-17 13:30:00,1.17143,2025-12-17 15:15:00,1.17293,15,30,-15.000000000000568,LOSS,26.290516206481726,65.7024793388442,60.31746031746061,42.75501299815084,True
EURUSD,BUY,2025-12-17 20:00:00,1.17544,2025-12-17 22:55:00,1.17394,15,30,-15.000000000000568,LOSS,56.33802816901466,67.06586826347342,64.17910447761244,41.52934238088921,True
EURUSD,BUY,2025-12-18 02:00:00,1.17419,2025-12-18 11:10:00,1.17269,15,30,-15.000000000000568,LOSS,60.84474885844743,44.97354497354833,72.22222222222737,32.341247108638285,True
EURUSD,BUY,2025-12-18 03:00:00,1.1742,2025-12-18 11:10:00,1.1726999999999999,15,30,-15.000000000000568,LOSS,68.95213454075093,58.796296296290684,49.090909090903466,32.401054737032005,True
EURUSD,BUY,2025-12-18 04:55:00,1.17409,2025-12-18 11:10:00,1.17259,15,30,-15.000000000000568,LOSS,61.538461538462364,44.53781512605309,49.34497816593959,32.545733763932404,True
EURUSD,SELL,2025-12-18 09:35:00,1.17418,2025-12-18 15:50:00,1.17568,15,30,-15.000000000000568,LOSS,33.68200836820003,67.97385620914957,61.363636363642954,35.46734526918786,True
EURUSD,SELL,2025-12-18 13:35:00,1.17229,2025-12-18 15:15:00,1.1737900000000001,15,30,-15.000000000000568,LOSS,31.569343065694,24.768518518517,52.054794520545855,36.80964536535113,True
EURUSD,SELL,2025-12-19 11:35:00,1.17107,2025-12-19 16:00:00,1.1725700000000001,15,30,-15.000000000000568,LOSS,33.246753246752675,42.48704663212441,61.983471074382436,29.57773325954443,True
EURUSD,SELL,2025-12-19 12:35:00,1.17098,2025-12-19 16:00:00,1.17248,15,30,-15.000000000000568,LOSS,42.82115869017688,54.21994884910638,52.595155709339906,33.37925386778745,True
EURUSD,SELL,2025-12-19 14:50:00,1.17109,2025-12-19 16:00:00,1.17259,15,30,-15.000000000000568,LOSS,34.44976076555221,52.861952861952794,37.8531073446366,41.1605193229052,True
EURUSD,SELL,2025-12-19 22:25:00,1.17196,2025-12-22 10:45:00,1.17346,15,30,-15.000000000000568,LOSS,44.56404736275457,57.01492537313443,51.72413793103079,32.98263252317879,True
EURUSD,BUY,2025-12-22 15:00:00,1.17433,2025-12-23 03:40:00,1.17733,15,30,29.999999999998916,WIN,82.55999999999969,78.73563218390866,69.74522292993748,26.373795404882152,True
EURUSD,BUY,2025-12-22 16:00:00,1.17471,2025-12-23 04:10:00,1.1777099999999998,15,30,29.999999999998916,WIN,83.4597875569041,75.2747252747225,57.43440233236254,32.28695053567414,True
EURUSD,BUY,2025-12-22 17:00:00,1.17612,2025-12-23 11:55:00,1.17912,15,30,29.999999999998916,WIN,84.04099560761321,76.83168316831792,68.36363636363683,37.71029350630259,True
EURUSD,BUY,2025-12-22 18:00:00,1.17624,2025-12-23 11:55:00,1.1792399999999998,15,30,29.999999999998916,WIN,70.42944785276082,73.90396659707699,54.89361702127451,41.414931786195375,True
EURUSD,BUY,2025-12-22 19:35:00,1.17639,2025-12-22 21:20:00,1.17489,15,30,-15.000000000000568,LOSS,72.95173961840595,50.111358574610996,23.555555555548196,45.4343068957564,True
EURUSD,BUY,2025-12-22 22:00:00,1.17531,2025-12-23 10:05:00,1.17831,15,30,29.999999999998916,WIN,71.96885428253722,53.84615384615434,49.6688741721906,56.555896280045154,True
EURUSD,BUY,2025-12-22 23:00:00,1.17563,2025-12-23 11:00:00,1.1786299999999998,15,30,29.999999999998916,WIN,69.60193003618878,41.05263157894515,56.603773584908026,59.915189986264146,True
EURUSD,BUY,2025-12-23 00:05:00,1.17583,2025-12-23 11:00:00,1.1788299999999998,15,30,29.999999999998916,WIN,63.9447236180902,68.34862385321213,56.94444444444316,62.76028151124678,True
EURUSD,BUY,2025-12-23 01:00:00,1.17642,2025-12-23 12:00:00,1.17942,15,30,29.999999999998916,WIN,70.95959595959609,70.91633466135625,60.0,65.52525846977267,True
EURUSD,BUY,2025-12-23 02:00:00,1.17645,2025-12-23 12:00:00,1.1794499999999999,15,30,29.999999999998916,WIN,72.05346294046197,68.33333333333519,68.55345911949993,66.13507731455537,True
EURUSD,BUY,2025-12-23 03:00:00,1.17663,2025-12-23 12:00:00,1.17963,15,30,29.999999999998916,WIN,73.13084112149608,76.34408602150525,54.42176870748351,67.11115341525787,True
EURUSD,BUY,2025-12-23 04:00:00,1.17747,2025-12-24 03:40:00,1.18047,15,30,29.999999999998916,WIN,71.95121951219468,80.96885813148654,61.08597285068191,67.71712264000857,True
EURUSD,BUY,2025-12-23 05:00:00,1.17784,2025-12-26 18:25:00,1.17634,15,30,-15.000000000000568,LOSS,67.38544474393606,72.69503546099341,63.87096774193179,66.3107857862011,True
EURUSD,BUY,2025-12-23 06:00:00,1.17767,2025-12-24 04:00:00,1.1806699999999999,15,30,29.999999999998916,WIN,61.702127659575545,67.98561151078935,33.695652173915406,63.79912641364137,True
EURUSD,BUY,2025-12-23 07:00:00,1.17774,2025-12-24 04:00:00,1.18074,15,30,29.999999999998916,WIN,59.16398713826318,60.377358490566436,53.5211267605636,61.09732660573262,True
EURUSD,BUY,2025-12-23 09:35:00,1.17774,2025-12-24 04:00:00,1.18074,15,30,29.999999999998916,WIN,70.15810276679946,39.01098901098238,41.49659863945342,61.35986078480238,True
EURUSD,BUY,2025-12-23 10:00:00,1.17811,2025-12-23 17:40:00,1.17661,15,30,-15.000000000000568,LOSS,80.98039215686397,64.0167364016745,69.51219512195519,61.83087161877281,True
EURUSD,BUY,2025-12-23 11:00:00,1.17883,2025-12-23 16:00:00,1.17733,15,30,-15.000000000000568,LOSS,82.89241622575057,73.30827067669101,68.85245901639583,62.805753205899705,True
