symbol,direction,entry_time,entry_price,exit_time,exit_price,sl_pips,tp_pips,pnl_pips,result,rsi_h1,rsi_m15,rsi_m5,adx_h1,bb_h1
EURUSD,SELL,2025-11-28 10:00:00,1.15795,2025-11-28 17:50:00,1.15945,15,30,-15.000000000000568,LOSS,29.379562043798515,31.125827814572403,44.34782608695804,24.58014833499205,-2.8229528752758783
EURUSD,SELL,2025-11-28 11:00:00,1.15684,2025-11-28 16:55:00,1.1583400000000001,15,30,-15.000000000000568,LOSS,23.719165085393428,41.978021978020365,15.736040609138485,26.90280665841095,-2.3779095287752705
EURUSD,SELL,2025-11-28 12:15:00,1.15662,2025-11-28 16:05:00,1.15812,15,30,-15.000000000000568,LOSS,20.627062706274643,33.87387387387473,47.72036474164329,30.631172823037794,-2.5226628030356317
EURUSD,SELL,2025-11-28 13:00:00,1.15603,2025-11-28 15:55:00,1.15753,15,30,-15.000000000000568,LOSS,29.472140762464505,29.166666666667794,29.666666666667453,32.99515095017403,-1.5425260279408004
EURUSD,SELL,2025-11-28 15:15:00,1.15667,2025-11-28 16:05:00,1.1581700000000001,15,30,-15.000000000000568,LOSS,32.68428372739905,37.97468354430279,48.46153846154116,33.431393099718896,-0.715391811346
EURUSD,BUY,2025-11-28 17:00:00,1.1585,2025-12-01 03:10:00,1.1615,15,30,29.999999999998916,WIN,63.79114642451814,70.61855670103314,68.00000000000385,31.288286091269466,1.8638845930561345
EURUSD,BUY,2025-11-28 18:00:00,1.16008,2025-12-01 13:20:00,1.16308,15,30,29.999999999998916,WIN,57.71248688352477,71.12970711297228,70.87576374745444,32.09964674228033,1.1711945305612643
EURUSD,BUY,2025-11-28 19:35:00,1.15986,2025-12-01 12:55:00,1.1628599999999998,15,30,29.999999999998916,WIN,58.1081081081078,65.6330749354004,50.14749262536641,32.90410469567507,1.3904493642774298
EURUSD,BUY,2025-11-28 20:15:00,1.16005,2025-12-01 13:20:00,1.16305,15,30,29.999999999998916,WIN,56.26975763962064,67.57142857142817,47.844827586207025,33.71998643546505,1.2407372923862847
EURUSD,BUY,2025-11-28 21:10:00,1.16026,2025-12-01 14:15:00,1.16326,15,30,29.999999999998916,WIN,57.08245243129025,60.192616372392195,50.70422535211209,34.049211070447924,1.2600387189276256
EURUSD,BUY,2025-11-28 22:00:00,1.16012,2025-12-01 13:20:00,1.16312,15,30,29.999999999998916,WIN,59.8669623059873,50.4885993485338,55.55555555555556,34.20353788461443,1.0922043763107652
EURUSD,BUY,2025-12-01 01:00:00,1.16023,2025-12-01 13:25:00,1.16323,15,30,29.999999999998916,WIN,69.77299880525592,55.46218487395171,57.85123966942217,31.40372547589296,0.9187434657559017
EURUSD,BUY,2025-12-01 03:00:00,1.16052,2025-12-01 05:05:00,1.15902,15,30,-15.000000000000568,LOSS,76.19047619047619,64.28571428571428,68.58974358974697,32.22168671883796,1.0534180537421607
EURUSD,SELL,2025-12-01 07:40:00,1.15968,2025-12-01 09:45:00,1.16118,15,30,-15.000000000000568,LOSS,38.990825688072924,37.31884057971198,53.7234042553184,30.811237533073616,0.34848798934860237
EURUSD,BUY,2025-12-01 10:00:00,1.16063,2025-12-01 14:35:00,1.16363,15,30,29.999999999998916,WIN,61.99186991869868,68.76513317190822,73.7068965517253,30.80285370833317,1.7554371196878422
EURUSD,BUY,2025-12-01 11:00:00,1.16161,2025-12-01 14:55:00,1.16461,15,30,29.999999999998916,WIN,67.42160278745622,70.29876977152782,64.18439716312494,31.575923135338464,2.719338711327477
EURUSD,BUY,2025-12-01 12:00:00,1.16235,2025-12-01 21:10:00,1.16085,15,30,-15.000000000000568,LOSS,72.17675941080167,79.0262172284623,72.46963562752545,32.50994852427346,2.7795928997918202
EURUSD,BUY,2025-12-01 13:00:00,1.16276,2025-12-01 20:20:00,1.16126,15,30,-15.000000000000568,LOSS,77.54385964912387,65.46184738955634,58.6466165413527,34.37419814950274,2.2720783400339855
EURUSD,BUY,2025-12-01 14:15:00,1.16323,2025-12-01 20:20:00,1.16173,15,30,-15.000000000000568,LOSS,83.48387096774245,75.32133676092468,52.84090909090772,37.0374240991689,2.9585388052924446
EURUSD,BUY,2025-12-01 15:00:00,1.16513,2025-12-01 16:05:00,1.16363,15,30,-15.000000000000568,LOSS,78.55297157622768,72.81746031745931,90.25974025974705,38.80353370722422,2.1836882063999
EURUSD,SELL,2025-12-02 02:10:00,1.16076,2025-12-02 16:05:00,1.16226,15,30,-15.000000000000568,LOSS,33.43373493975969,47.78325123152968,53.21100917431118,30.620958395428648,-0.8225696169083385
EURUSD,SELL,2025-12-02 03:10:00,1.16054,2025-12-02 16:05:00,1.16204,15,30,-15.000000000000568,LOSS,36.85714285714263,44.49999999999911,48.38709677419297,28.944288356839373,-0.631311987327136
EURUSD,SELL,2025-12-02 08:10:00,1.16072,2025-12-02 16:05:00,1.16222,15,30,-15.000000000000568,LOSS,28.98089171974489,43.58974358974037,48.45360824742386,32.62346574521846,-0.5899679887300702
EURUSD,SELL,2025-12-02 12:25:00,1.16024,2025-12-02 14:45:00,1.16174,15,30,-15.000000000000568,LOSS,44.79166666666642,45.890410958902784,33.762886597939016,27.84013560243184,-0.875879407113119
EURUSD,BUY,2025-12-02 14:00:00,1.16119,2025-12-02 17:20:00,1.1596899999999999,15,30,-15.000000000000568,LOSS,64.17112299465546,46.38297872340429,71.24999999999687,29.35071398537533,1.9539869249172017
EURUSD,BUY,2025-12-02 15:00:00,1.16163,2025-12-02 17:20:00,1.1601299999999999,15,30,-15.000000000000568,LOSS,63.1578947368458,53.846153846152745,64.95327102803655,30.804696393343125,1.9334742174688944
EURUSD,BUY,2025-12-02 16:10:00,1.16188,2025-12-02 17:10:00,1.16038,15,30,-15.000000000000568,LOSS,65.80310880829205,73.3333333333353,47.23404255319209,32.49513270119063,2.026308679852375
EURUSD,SELL,2025-12-02 18:00:00,1.16066,2025-12-02 21:55:00,1.16216,15,30,-15.000000000000568,LOSS,35.20871143375578,39.35742971887391,40.924657534246506,28.387876386790428,-2.9346105697193554
EURUSD,BUY,2025-12-03 08:00:00,1.16429,2025-12-03 15:15:00,1.16729,15,30,29.999999999998916,WIN,96.30350194552693,73.68421052632604,60.00000000000634,25.074371745737682,1.4116489293106214
EURUSD,BUY,2025-12-03 09:00:00,1.16463,2025-12-03 21:15:00,1.16763,15,30,29.999999999998916,WIN,91.26213592233194,73.64341085271698,64.05228758170608,29.40164841013462,1.1594840964042512
EURUSD,BUY,2025-12-03 12:00:00,1.16482,2025-12-04 10:35:00,1.1678199999999999,15,30,29.999999999998916,WIN,91.68591224018617,63.013698630139764,67.28395061728827,40.202634901955925,1.8783422961878793
EURUSD,BUY,2025-12-03 13:00:00,1.16571,2025-12-04 22:50:00,1.16421,15,30,-15.000000000000568,LOSS,95.29914529914751,71.20822622108312,70.45454545454507,44.536467501793496,1.899127867588086
EURUSD,BUY,2025-12-03 14:00:00,1.16669,2025-12-04 21:05:00,1.16519,15,30,-15.000000000000568,LOSS,91.02040816326522,82.24543080940389,66.27218934911849,49.73869518185632,1.6644949612551176
EURUSD,BUY,2025-12-03 15:15:00,1.16743,2025-12-03 16:20:00,1.16593,15,30,-15.000000000000568,LOSS,90.63829787234036,74.75000000000114,52.50000000000208,53.78624934749562,1.712367324589378
EURUSD,BUY,2025-12-03 19:25:00,1.16631,2025-12-04 22:15:00,1.16481,15,30,-15.000000000000568,LOSS,78.79924953095566,40.192307692308084,46.012269938652565,62.280128191160806,1.4718853126962173
EURUSD,BUY,2025-12-03 20:00:00,1.16725,2025-12-04 05:00:00,1.1657499999999998,15,30,-15.000000000000568,LOSS,78.8389513108605,64.0845070422526,86.39053254437948,64.99888678876817,1.5692612005980071
EURUSD,BUY,2025-12-03 21:00:00,1.16738,2025-12-04 05:00:00,1.16588,15,30,-15.000000000000568,LOSS,78.55787476280827,76.48725212464451,61.70212765957628,63.91068820224883,1.4907465968701001
EURUSD,SELL,2025-12-04 05:00:00,1.16584,2025-12-04 10:20:00,1.16734,15,30,-15.000000000000568,LOSS,39.08523908523959,27.333333333333727,25.252525252526837,37.974490091871715,-0.9025943979942664
EURUSD,SELL,2025-12-04 06:00:00,1.16567,2025-12-04 10:15:00,1.16717,15,30,-15.000000000000568,LOSS,44.201312910283434,34.14634146341622,34.10852713178228,35.8344346897097,-0.9617386736862843
EURUSD,BUY,2025-12-05 09:05:00,1.16637,2025-12-05 11:45:00,1.1648699999999999,15,30,-15.000000000000568,LOSS,57.70114942528584,84.32835820895338,53.33333333333512,29.447376046924738,0.7893361473202319
EURUSD,BUY,2025-12-08 09:00:00,1.16631,2025-12-08 11:20:00,1.16481,15,30,-15.000000000000568,LOSS,66.05504587155906,76.84210526316035,60.69518716577274,22.615944073378905,1.4350334631647992
EURUSD,SELL,2025-12-08 16:00:00,1.16503,2025-12-08 17:40:00,1.1620300000000001,15,30,29.999999999998916,WIN,38.97959183673528,56.050955414013636,42.58373205741444,29.348456023427975,-1.577152675715293
EURUSD,SELL,2025-12-08 17:00:00,1.16365,2025-12-09 11:40:00,1.1651500000000001,15,30,-15.000000000000568,LOSS,29.001584786053684,25.342465753424378,32.02846975089176,31.068805705383,-2.9110971868611846
EURUSD,SELL,2025-12-08 18:00:00,1.16202,2025-12-08 19:50:00,1.16352,15,30,-15.000000000000568,LOSS,26.18657937806924,26.990291262136026,24.812030075186712,33.03668673108758,-2.3709337541616784
EURUSD,SELL,2025-12-08 19:00:00,1.16216,2025-12-08 19:50:00,1.1636600000000001,15,30,-15.000000000000568,LOSS,42.23776223776262,27.569331158237816,43.90804597701253,33.88490480619695,-0.8903142366814341
EURUSD,SELL,2025-12-08 23:00:00,1.16381,2025-12-09 11:40:00,1.16531,15,30,-15.000000000000568,LOSS,33.95931142409849,62.53869969040274,41.772151898739516,30.36996218803551,-0.8137757975364568
EURUSD,SELL,2025-12-09 00:05:00,1.16339,2025-12-09 07:25:00,1.16489,15,30,-15.000000000000568,LOSS,33.43605546995332,37.387387387384145,28.38709677419031,30.63160530682142,-1.0152895041019825
EURUSD,BUY,2025-12-09 07:00:00,1.16463,2025-12-09 15:25:00,1.16313,15,30,-15.000000000000568,LOSS,76.16926503340909,60.92715231789014,58.000000000005336,24.311946274206445,0.9078143581335609
EURUSD,BUY,2025-12-09 11:00:00,1.16447,2025-12-09 15:25:00,1.1629699999999998,15,30,-15.000000000000568,LOSS,63.63636363636278,46.70487106017301,57.30769230768725,27.63673015006711,1.6880258706890374
EURUSD,BUY,2025-12-09 12:00:00,1.16528,2025-12-09 14:05:00,1.16378,15,30,-15.000000000000568,LOSS,56.156716417908804,54.23728813559413,70.05347593582684,25.832327839943883,0.5592635880924359
EURUSD,BUY,2025-12-09 13:50:00,1.16474,2025-12-09 15:20:00,1.16324,15,30,-15.000000000000568,LOSS,55.229357798164386,45.9518599562361,14.761904761898919,23.99191986034319,0.2862167728180827
EURUSD,SELL,2025-12-09 17:00:00,1.16252,2025-12-09 18:20:00,1.16402,15,30,-15.000000000000568,LOSS,33.15217391304364,28.20037105751325,29.370629370629104,22.40916537378819,-2.240249663521964
EURUSD,SELL,2025-12-09 20:00:00,1.16245,2025-12-10 09:20:00,1.16395,15,30,-15.000000000000568,LOSS,35.177865612649526,42.01474201474314,19.090909090905058,29.041919707121004,-2.0831299236023066
EURUSD,SELL,2025-12-09 22:40:00,1.16281,2025-12-10 09:50:00,1.16431,15,30,-15.000000000000568,LOSS,38.70541611624747,41.73913043478361,70.46979865771823,26.172188520899674,-1.4340342479309613
EURUSD,SELL,2025-12-10 00:05:00,1.16242,2025-12-10 09:15:00,1.16392,15,30,-15.000000000000568,LOSS,35.67251461988231,59.24369747899219,34.615384615387256,29.55644697765903,-1.284553462098312
EURUSD,SELL,2025-12-10 01:00:00,1.16252,2025-12-10 09:30:00,1.16402,15,30,-15.000000000000568,LOSS,30.817610062891518,49.72375690607552,37.168141592920534,32.04638661548575,-0.9058803639240726
EURUSD,SELL,2025-12-10 03:20:00,1.16255,2025-12-10 09:50:00,1.16405,15,30,-15.000000000000568,LOSS,33.2203389830501,47.94520547945414,47.42268041236665,37.7388551955371,-1.1668869939636848
EURUSD,SELL,2025-12-10 04:05:00,1.16246,2025-12-10 09:20:00,1.16396,15,30,-15.000000000000568,LOSS,36.891385767787746,55.263157894736224,48.06201550387984,40.59382147376374,-1.0468877475071743
EURUSD,SELL,2025-12-10 05:20:00,1.16247,2025-12-10 09:20:00,1.16397,15,30,-15.000000000000568,LOSS,42.5612052730683,45.327102803739386,46.428571428572,43.469870156264776,-0.645181285016127
EURUSD,BUY,2025-12-10 09:00:00,1.16354,2025-12-10 21:00:00,1.16654,15,30,29.999999999998916,WIN,80.30303030303345,89.1304347826031,69.67213114754247,41.07582639669215,2.812459098856496
EURUSD,BUY,2025-12-10 10:00:00,1.16455,2025-12-10 12:40:00,1.16305,15,30,-15.000000000000568,LOSS,82.23234624146062,83.65758754863592,72.03065134099398,42.237041319282845,2.709589508787383
EURUSD,BUY,2025-12-10 11:00:00,1.16517,2025-12-10 11:20:00,1.16367,15,30,-15.000000000000568,LOSS,57.0397111913362,65.54809843400382,63.81322957198323,41.52578652033378,0.7085481482904468
EURUSD,BUY,2025-12-10 16:15:00,1.16402,2025-12-10 21:00:00,1.16702,15,30,29.999999999998916,WIN,64.77663230240708,64.70588235294117,49.81132075471995,31.737770381038473,1.2482826059110206
EURUSD,BUY,2025-12-10 17:00:00,1.1649,2025-12-10 21:35:00,1.1679,15,30,29.999999999998916,WIN,66.14035087719085,66.09195402298899,70.14388489208808,30.03556349299215,0.9929589839471255
EURUSD,BUY,2025-12-10 18:25:00,1.16471,2025-12-10 21:30:00,1.1677099999999998,15,30,29.999999999998916,WIN,70.26194144838144,55.29411764705944,43.13186813186989,28.588457704568718,1.6741360427436507
EURUSD,BUY,2025-12-10 19:00:00,1.16474,2025-12-10 21:35:00,1.16774,15,30,29.999999999998916,WIN,72.7015558698711,68.92523364485902,68.16720257235009,28.2701960626137,2.161559334635836
EURUSD,BUY,2025-12-10 20:00:00,1.16589,2025-12-10 21:00:00,1.16439,15,30,-15.000000000000568,LOSS,68.15114709851518,75.18987341772136,80.71065989847722,28.344956066011555,1.5452147780416814
EURUSD,BUY,2025-12-10 21:00:00,1.1669,2025-12-10 21:40:00,1.1654,15,30,-15.000000000000568,LOSS,75.39103232533797,82.71334792122776,65.5063291139235,30.059579105309805,2.753123640427849
EURUSD,BUY,2025-12-10 22:00:00,1.16879,2025-12-11 13:30:00,1.1717899999999999,15,30,29.999999999998916,WIN,77.79868297271815,76.36003956478804,65.3333333333337,32.421794368031264,2.8166580047839207
EURUSD,BUY,2025-12-10 23:00:00,1.16929,2025-12-11 15:30:00,1.1722899999999998,15,30,29.999999999998916,WIN,73.77919320594393,67.58080313418237,70.20933977455783,32.37584885106016,2.251851841059445
EURUSD,BUY,2025-12-11 00:55:00,1.1694,2025-12-11 15:30:00,1.1723999999999999,15,30,29.999999999998916,WIN,72.79735682819296,65.95330739299575,31.12244897959242,29.429547941322785,1.9613609693243914
EURUSD,BUY,2025-12-11 01:00:00,1.16969,2025-12-11 15:40:00,1.1726899999999998,15,30,29.999999999998916,WIN,89.41605839415921,80.05215123859168,67.40331491712794,29.740016059699883,1.9539550517859217
EURUSD,BUY,2025-12-11 02:00:00,1.17028,2025-12-11 06:20:00,1.16878,15,30,-15.000000000000568,LOSS,91.71817058096244,69.12280701754138,90.54054054053952,32.54157718410597,1.7305037512299875
EURUSD,BUY,2025-12-11 03:00:00,1.1707,2025-12-11 05:20:00,1.1692,15,30,-15.000000000000568,LOSS,91.42857142857056,73.48242811501171,65.66265060241199,35.227285889180465,1.5288491059490215
EURUSD,BUY,2025-12-11 04:00:00,1.17058,2025-12-11 05:25:00,1.16908,15,30,-15.000000000000568,LOSS,82.44365361802988,66.08996539791768,62.05128205128194,36.11922665453859,1.1093758515956158
EURUSD,BUY,2025-12-11 09:00:00,1.16898,2025-12-11 15:25:00,1.1719799999999998,15,30,29.999999999998916,WIN,71.89460476787941,47.30769230769641,59.15492957746237,37.29836656023656,0.7141991456965628
EURUSD,BUY,2025-12-11 10:00:00,1.16966,2025-12-11 15:40:00,1.1726599999999998,15,30,29.999999999998916,WIN,77.08860759493628,66.74816625916561,70.25862068965303,36.40681561062077,0.7886207365299386
EURUSD,BUY,2025-12-11 12:05:00,1.17012,2025-12-11 15:45:00,1.17312,15,30,29.999999999998916,WIN,63.21138211381958,64.97373029772254,46.22356495468478,32.47737423651299,1.1040225747414876
EURUSD,BUY,2025-12-11 13:00:00,1.1711,2025-12-11 16:15:00,1.1741,15,30,29.999999999998916,WIN,68.51851851851829,61.22448979591806,74.38423645320073,31.101517013488365,1.379002685802901
EURUSD,BUY,2025-12-11 14:00:00,1.17108,2025-12-11 16:05:00,1.1740799999999998,15,30,29.999999999998916,WIN,70.07042253521134,62.380038387716205,61.64874551970969,31.76596613596892,1.5608215690684386
EURUSD,BUY,2025-12-11 15:10:00,1.17152,2025-12-11 16:20:00,1.1745199999999998,15,30,29.999999999998916,WIN,73.27044025157238,74.93112947658051,54.85436893203789,31.834429619301456,2.2436766208510956
EURUSD,BUY,2025-12-11 16:00:00,1.17362,2025-12-12 14:40:00,1.17212,15,30,-15.000000000000568,LOSS,75.57471264367793,87.62278978388805,76.55502392344302,31.467651350561034,2.5280410053203632
EURUSD,BUY,2025-12-11 17:05:00,1.17448,2025-12-12 10:55:00,1.17298,15,30,-15.000000000000568,LOSS,80.90909090908978,78.81508078994402,51.05820105820227,31.26578106564517,2.824797926269068
EURUSD,BUY,2025-12-11 18:00:00,1.17581,2025-12-11 21:50:00,1.17431,15,30,-15.000000000000568,LOSS,87.90123456790147,84.70394736841966,83.88157894737085,32.77094427476755,2.237542128386555
EURUSD,BUY,2025-12-11 19:00:00,1.17578,2025-12-11 21:55:00,1.17428,15,30,-15.000000000000568,LOSS,91.39922978176952,71.98275862069056,55.759162303664965,34.63617911113584,1.8898235522195725
EURUSD,BUY,2025-12-11 20:40:00,1.17549,2025-12-11 22:00:00,1.1739899999999999,15,30,-15.000000000000568,LOSS,90.126582278481,60.90909090909117,47.983870967742185,37.7657429218783,1.6003724767173744
EURUSD,BUY,2025-12-12 02:00:00,1.17427,2025-12-12 11:00:00,1.1727699999999999,15,30,-15.000000000000568,LOSS,73.52112676056313,50.0,65.27777777778357,51.998363721124896,0.5814439452330025
