Ticket,Open,Type,Volume,Symbol,Price,SL,TP,Close,Price,Swap,Commissions,Profit,Pips,"Trade duration in seconds"
402485439,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,92.13,92.65000000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485438,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,92.165,92.59800000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485437,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,91.991,93.20500000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485436,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,92.078,92.98800000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485435,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,91.991,93.03200000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485434,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,92.078,92.85800000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485432,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,92.078,92.80600000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485433,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,91.991,92.96200000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485430,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,92.078,92.72800000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485431,"2026-03-16 01:30:18",buy,0.01,NZDJPY,92.33800000,91.991,92.85800000,"2026-03-16 02:53:53",92.48400000,0,-0.06,0.92000000,14.6,5015
402485423,"2026-03-16 01:27:53",sell,13.36,NZDJPY,92.28900000,92.554,91.51400000,"2026-03-16 02:53:53",92.49800000,0,-66.8,-1749.95000000,-20.9,5160
402485421,"2026-03-16 01:27:53",sell,13.36,NZDJPY,92.28900000,92.554,91.77400000,"2026-03-16 02:53:53",92.49800000,0,-66.8,-1749.95000000,-20.9,5160
402485420,"2026-03-16 01:27:53",sell,13.36,NZDJPY,92.28900000,92.554,91.90400000,"2026-03-16 02:53:53",92.49800000,0,-66.8,-1749.95000000,-20.9,5160
402485419,"2026-03-16 01:27:53",sell,6.68,NZDJPY,92.28900000,92.554,91.90400000,"2026-03-16 02:53:53",92.49800000,0,-33.4,-874.98000000,-20.9,5160
402485418,"2026-03-16 01:27:53",sell,6.68,NZDJPY,92.28900000,92.554,91.90400000,"2026-03-16 02:53:53",92.49800000,0,-33.4,-874.98000000,-20.9,5160
402485416,"2026-03-16 01:27:53",sell,6.68,NZDJPY,92.28900000,92.554,91.90400000,"2026-03-16 02:53:53",92.49800000,0,-33.4,-874.98000000,-20.9,5160
402299914,"2026-03-13 23:45:00",buy,6.32,GBPUSD,1.32219000,1.32229,1.32750000,"2026-03-16 02:53:53",1.32443000,-30.97,-31.6,1415.68000000,22.4,184133
402299912,"2026-03-13 23:45:00",buy,3.16,GBPUSD,1.32219000,1.3186,1.32750000,"2026-03-16 02:53:53",1.32443000,-15.48,-15.8,707.84000000,22.4,184133
402105127,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32485000,1.33041,1.30265000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.37000000,3.7,203422
402105103,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32487000,1.32822,1.31156000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.39000000,3.9,203422
402105092,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32485000,1.3304,1.30819000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.37000000,3.7,203422
402105079,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32484000,1.32817,1.31484000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.36000000,3.6,203422
402105069,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32483000,1.33372,1.31150000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.35000000,3.5,203422
402105035,"2026-03-13 18:23:32",sell,0.01,GBPUSD,1.32482000,1.33148,1.31482000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.34000000,3.4,203421
402105006,"2026-03-13 18:23:32",sell,0.01,GBPUSD,1.32482000,1.33037,1.31649000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.34000000,3.4,203421
402104976,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32484000,1.32928,1.31818000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.36000000,3.6,203422
402104954,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32485000,1.32885,1.31885000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.37000000,3.7,203422
402104932,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32485000,1.32818,1.31985000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.37000000,3.7,203422
402104924,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32484000,1.32751,1.32084000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.36000000,3.6,203422
402104915,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32487000,1.32709,1.32154000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.39000000,3.9,203422
402104890,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32487000,1.32932,1.31377000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.39000000,3.9,203422
402104880,"2026-03-13 18:20:23",sell,0.01,GBPUSD,1.32491000,1.32824,1.31658000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.43000000,4.3,203610
402104871,"2026-03-13 18:20:27",sell,0.01,GBPUSD,1.32490000,1.32934,1.31601000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.42000000,4.2,203606
402104857,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32487000,1.3282,1.31821000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.39000000,3.9,203422
402104845,"2026-03-13 18:23:31",sell,0.01,GBPUSD,1.32487000,1.32931,1.31687000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.39000000,3.9,203422
402104829,"2026-03-13 18:23:36",sell,0.01,GBPUSD,1.32475000,1.32812,1.31879000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.27000000,2.7,203417
402104818,"2026-03-13 18:23:36",sell,0.01,GBPUSD,1.32475000,1.32924,1.31814000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.27000000,2.7,203417
402104807,"2026-03-13 18:23:36",sell,0.01,GBPUSD,1.32475000,1.32811,1.31978000,"2026-03-16 02:53:53",1.32448000,-0.05,-0.06,0.27000000,2.7,203417
402229250,"2026-03-13 21:08:47",buy,0.01,GBPJPY,211.44800000,210.789,212.76600000,"2026-03-16 02:53:53",211.31600000,0.03,-0.06,-0.83000000,-13.2,193506
402226439,"2026-03-13 21:02:41",sell,6.96,GBPJPY,211.38100000,211.879,209.40800000,"2026-03-16 02:53:53",211.34000000,-119.16,-34.8,178.84000000,4.1,193872
402226430,"2026-03-13 21:02:41",sell,6.96,GBPJPY,211.37600000,211.877,209.90000000,"2026-03-16 02:53:53",211.34000000,-119.16,-34.8,157.03000000,3.6,193872
402162447,"2026-03-13 19:14:19",buy,0.01,GBPAUD,1.89066000,1.88173,1.90401000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,-0.02000000,-0.3,200374
402162323,"2026-03-13 19:14:11",buy,0.01,GBPAUD,1.89073000,1.88356,1.90139000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,-0.07000000,-1,200382
402162303,"2026-03-13 19:14:09",buy,0.01,GBPAUD,1.89072000,1.88535,1.89872000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,-0.06000000,-0.9,200384
402095925,"2026-03-13 18:10:30",buy,0.01,GBPAUD,1.88712000,1.87862,1.91263000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.46000000,35.1,204203
402095901,"2026-03-13 18:10:30",buy,0.01,GBPAUD,1.88712000,1.88202,1.90243000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.46000000,35.1,204203
402095795,"2026-03-13 18:10:30",buy,0.01,GBPAUD,1.88712000,1.88032,1.89732000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.46000000,35.1,204203
402095769,"2026-03-13 18:10:30",buy,0.01,GBPAUD,1.88712000,1.88202,1.89477000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.46000000,35.1,204203
402095305,"2026-03-13 18:09:54",buy,0.01,GBPAUD,1.88726000,1.87874,1.92125000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.36000000,33.7,204239
402095293,"2026-03-13 18:11:23",buy,0.01,GBPAUD,1.88730000,1.88217,1.90768000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.33000000,33.3,204150
402095238,"2026-03-13 18:09:47",buy,0.01,GBPAUD,1.88728000,1.88211,1.90252000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.35000000,33.5,204246
402095209,"2026-03-13 18:09:46",buy,0.01,GBPAUD,1.88724000,1.87698,1.90249000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.37000000,33.9,204247
402095165,"2026-03-13 18:09:46",buy,0.01,GBPAUD,1.88724000,1.88041,1.89741000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.37000000,33.9,204247
402095141,"2026-03-13 18:09:46",buy,0.01,GBPAUD,1.88724000,1.88212,1.89487000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.37000000,33.9,204247
402095109,"2026-03-13 18:09:38",buy,0.01,GBPAUD,1.88722000,1.88041,1.90422000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.39000000,34.1,204255
402095090,"2026-03-13 18:09:37",buy,0.01,GBPAUD,1.88722000,1.88042,1.90083000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.39000000,34.1,204256
402095080,"2026-03-13 18:09:37",buy,0.01,GBPAUD,1.88722000,1.88211,1.89741000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.39000000,34.1,204256
402095056,"2026-03-13 18:09:34",buy,0.01,GBPAUD,1.88721000,1.88208,1.89636000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.40000000,34.2,204259
402095069,"2026-03-13 18:09:46",buy,0.01,GBPAUD,1.88724000,1.88043,1.89948000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.37000000,33.9,204247
402095042,"2026-03-13 18:09:34",buy,0.01,GBPAUD,1.88721000,1.88037,1.89737000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.40000000,34.2,204259
401921624,"2026-03-13 15:49:05",sell,8.18,EURUSD,1.14812000,1.14802,1.13838000,"2026-03-16 02:53:53",1.14340000,5.32,-40.9,3860.96000000,47.2,212688
402095032,"2026-03-13 18:09:34",buy,0.01,GBPAUD,1.88721000,1.88208,1.89483000,"2026-03-16 02:53:53",1.89063000,-0.06,-0.06,2.40000000,34.2,204259
401921613,"2026-03-13 15:49:05",sell,8.18,EURUSD,1.14812000,1.14569,1.14084000,"2026-03-16 02:53:53",1.14340000,5.32,-40.9,3860.96000000,47.2,212688
402506171,"2026-03-16 02:03:28",sell,0.01,ETHUSD,2187.71000000,2216.82,2100.45000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.36000000,13.6,3025
402506166,"2026-03-16 02:03:28",sell,0.01,ETHUSD,2187.71000000,2265.32,2071.37000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.36000000,13.6,3025
402506127,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2246.45,2100.99000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506125,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2236.76,2115.54000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506124,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2227.06,2130.09000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506121,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2223.18,2135.90000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506118,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2211.54,2153.36000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506119,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2217.36,2144.63000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506116,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2207.66,2159.18000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506114,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2227.06,2091.30000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506111,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2217.36,2115.54000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
402506110,"2026-03-16 02:03:21",sell,0.01,ETHUSD,2187.94000000,2226.8,2110.43000000,"2026-03-16 02:53:53",2174.09000000,0,-0.14,1.39000000,13.9,3032
